verdict,text,part,label,title_results,text_results,text_and_title_results,whole_case_results
ME-16-12-26620-433,"טרם הטיעונים לעונש, נשמעו מטעם ההגנה דבריהם של הפסיכיאטר המאבחן ד""ר צודיקר, וכן הקרימינולוג המטפל פרופ' אדלשטיין. בדבריהם לפניי, הדגישו השניים את הדברים שנכתבו בחווֹת-דעתם הכתובות. יוער כי עיקרי הדברים מצאו ביטוי גם בתסקיר לעונש, שכן קצינת המבחן שוחחה בעצמה עם ד""ר צודיקר ועם פרופ' אדלשטיין, והביאה מדבריהם במסגרת התסקיר כמפורט בפס' 5 לדבריי לעיל.",ראיות לעונש,ראיות לעונש,ראיות לעונש,טיעוני הצדדים,ראיות לעונש,ראיות לעונש
ME-16-12-26620-433,"הפסיכיאטר מטעם ההגנה, ד""ר צודיקר, הבהיר בדבריו כי הנאשם הגיע אליו לאבחון פסיכיאטרי. הוא לא טיפל בנאשם במישור הפסיכיאטרי-קליני. למעשה, הנאשם טרם החל טיפול במישור זה, שכן הטיפול בנאשם עד היום התמקד במישור השיקומי בהנחייתו של הקרימינולוג פרופ' אדלשטיין. האבחנה של ד""ר צודיקר היא כי הנאשם סובל מהפרעה פוסט-טראומטית בעקבות שירותו הצבאי בחטיבת גבעתי, במסגרתו שירת שירות קרבי-מבצעי בעזה, ביו""ש ובהר דוב; וכן בעקבות לחימתו של הנאשם ב""עמוד ענן"" וב""צוק איתן"" במסגרת שירות מילואים. לפי חוות-דעתו של ד""ר צודיקר, הנאשם חווה רצף של אירועים טראומטיים עם סכנה ממשית לחייו, כאשר האירועים הטראומטיים שחווה מלווים אותו עד היום, ומשפיעים על יכולת התפקוד שלו. לפי חוות-הדעת, ההפרעה הפוסט-טראומטית של הנאשם היא בדרגת חומרה הנעה בין בינונית לחמורה. ד""ר צודיקר ציין כי על רקע זה, המליץ לנאשם להגיש בקשה מתאימה למשרד הביטחון.  עוד ציין בחוות-הדעת: ""נראה כי רצף האירועים שהביאו להסתבכות עם החוק אינה אורח חיים, ואני מעריך כי קיימת מצוקה שלא טופלה, ולאור מצבו הנפשי תום (הנאשם) זקוק להמשך טיפול פסיכיאטרי בתרופות ובפסיכותרפיה"". בדבריו לפניי ציין ד""ר צודיקר כי: ""כליאה פה תכלא את תהליך העבודה הן השיקומי והן הפסיכיאטרי בניסיון לעזור לתום (הנאשם)"" (פרוטוקול דיון מיום 13.1.2019, עמ' 35, ש' 26). עוד ציין לפניי ד""ר צודיקר כי חוות-דעתו אינו נוגעת לכשירות מהותית או דיונית, שכן: ""אין פה שאלה כזאת"" (שם, עמ' 33, ש' 23-24).",ראיות לעונש,ראיות לעונש,ראיות לעונש,טיעוני הצדדים,ראיות לעונש,ראיות לעונש
ME-16-12-26620-433,"הקרימינולוג מטעם ההגנה, פרופ' אדלשטיין, הוא מי שליווה את הנאשם בתהליך שיקומי אותו יזמו הנאשם ובני משפחתו במהלך השנתיים האחרונות. פרופ' אדלשטיין הדגיש כי הוא אינו פסיכיאטר, וכי התבסס על האבחון של ד""ר צודיקר לגבי הפוסט-טראומה ממנה לפי הנטען סובל הנאשם (שם, עמ' 64). לשיטת פרופ' אדלשטיין, הנאשם ביצע את מעשה העבירה בגינה הורשע, על רקע ההפרעה הפוסט-טראומטית שיתכן שגרמה לו לניתוק, להתנהגות מסוג של ""הליכה על הקצה"", ולרצון להיתפס כדי להקל על רגשות אשם הנובעים מהישארותו בחיים בעוד אחרים נהרגו; וכן על רקע מורכבות ביחסים המשפחתיים ומצוקה רגשית בעקבות כך, שהובילו לזעקה לא מודעת לעזרה. בעקבות התיק הנוכחי, בני משפחתו של הנאשם (הוריו ודודו) התלכדו סביבו, והוא זוכה לתמיכה ולעזרה שלא זכה להן קודם.",ראיות לעונש,ראיות לעונש,ראיות לעונש,טיעוני הצדדים,ראיות לעונש,ראיות לעונש
ME-16-12-26620-433,"פרופ' אדלשטיין תיאר בהרחבה את השיקום שעבר הנאשם בהנחייתו, במישור הטיפול הקרימינולוגי. לדבריו של פרופ' אדלשטיין, הנאשם מעולם לא היה מכור לסמים. הוא עשה שימוש אפיזודי בלבד בסמים ובאלכוהול, בלא שהתקיים קשר בין אותו שימוש לבין ביצוע העבירה בה הורשע. שיקומו של הנאשם לא נגע, אפוא, לגמילה מסמים, אלא בא לידי ביטוי במישורים הבאים: הנאשם הקפיד להגיע לפגישות השבועיות עם פרופ' אדלשטיין, התמיד בהן, ובמהלך הזמן הצליח לשתף מעולמו הפנימי בצורה גלויה וכנה; בניגוד לנקודת ההתחלה בה הנאשם התקשה ליטול אחריות מלאה על מעשיו וכן לא גילה הבנה לחומרת המעשה, הרי בעקבות התהליך הטיפולי הנאשם לוקח כיום אחריות מלאה על המעשה בגינו הורשע, מחזיק בתובנה מעמיקה לגבי הפסול שבכך, ומכה על חטא בגין מעשיו; הנאשם ניתק את קשריו עם סביבת החברים הקודמת; בשנתיים האחרונות הנאשם השקיע את מרצו בלימודים במסגרת קורסים מקצועיים, והשתלב בעבודה בין היתר כדי לתמוך כלכלית במשפחתו; הנאשם מצא זוגיות בוגרת ויציבה עם בת-גילו; כל בדיקות הסמים לאורך השנתיים האחרונות היו נקיות; כמו כן, הנאשם לא הפר ולו פעם אחת את תנאי השחרור המגבילים ממעצר. לדעת פרופ' אדלשטיין, הנאשם חסר דפוסים עברייניים ואין בו סיכון לחברה. לגישתו, כניסת הנאשם לכלא עלולה לדרדר את מצבו הנפשי והפיזי, וכן לחבל בתהליך השיקומי המצוי בעיצומו, אשר הותאם למידותיו ולצרכיו של הנאשם. לשאלת בית-המשפט מה מייחד את הנאשם שלפניי מנאשמים אחרים שהורשעו בעבירה של ייבוא סמים, השיב פרופ' אדלשטיין: ""מה שמבדיל את תום מאחרים שהוא נטל אחריות מלאה...במשך שנתיים לא הפסיד פגישה אחת, קיץ, חורף, חולה, בריא...הוא השקיע שנתיים בתהליך שיקומי כדי לתקן את דרכיו להבדיל מצעירים אחרים...הוא עשה את תהליך השיקום או עשה את מרביתו בעוד שאחרים עוד לא עשו כלום. זה הבדל גדול בעיני"" (שם, עמ' 70-71).",ראיות לעונש,ראיות לעונש,ראיות לעונש,טיעוני הצדדים,ראיות לעונש,ראיות לעונש
ME-16-12-26620-433,"דודו של הנאשם, דיבר אף הוא לפי בקשתו. הדוד עמד על עברו הצבאי כמח""ט בצבא, וכן על נסיבות משפחתיות-אישיות הקשורות אליו. הוא סיפר על התגייסותו על-מנת לסייע בשיקומו של הנאשם, ואת החשיבות הרבה שהוא רואה בכך עבור הנאשם ועבור המשפחה בכללותה.",ראיות לעונש,ראיות לעונש,ראיות לעונש,טיעוני הצדדים,ראיות לעונש,ראיות לעונש
ME-16-12-26620-433,"אביו של הנאשם נשא גם הוא דברים בבכי ובהתרגשות. הוא עמד על כך שהנאשם חוּנך לאהבת המולדת,  ולא בכדי שירת כלוחם בגבעתי. האב עמד על הטלטלות שידעה המשפחה מאז שהנאשם היה בגיל צעיר, והשפעתן על בנו. האב הדגיש כי כיום המשפחה עושה את המירב כדי לתמוך בבן ולסייע בשיקומו.",ראיות לעונש,ראיות לעונש,ראיות לעונש,טיעוני הצדדים,ראיות לעונש,ראיות לעונש
ME-16-12-26620-433,"ב""כ המאשימה טענה כי לשיטת המדינה, חלקם של שני הנאשמים בביצוע העבירה של ייבוא סם דומה, ואין מקום להבחין ביניהם. לפי הנטען, מתחם העונש ההולם בעניינו של הנאשם נע מ- 5 עד 8 שנות מאסר בפועל, לצד מאסר על-תנאי וקנס משמעותי. לגישת המאשימה, חומרת העבירה ונסיבות המקרה אינן מצדיקות חריגה מהמתחם מטעמי שיקום. לצד זאת, נטען כי נוכח הנסיבות האישיות והתהליך השיקומי, ראוי למקם את עונשו של הנאשם בתחתית המתחם.",טיעוני הצדדים לעונש,טיעוני הצדדים,טיעוני הצדדים,טיעוני הצדדים,טיעוני הצדדים,טיעוני הצדדים
ME-16-12-26620-433,"ב""כ הנאשם טען כי מתחם העונש ההולם נע מ- 18 עד 30 חודשי מאסר בפועל. הסנגור טען כי נוכח התהליך השיקומי המוצלח שעבר מרשו, ונוכח מכלול הנסיבות לקולא אותן פירט בהרחבה בטיעוניו, יש מקום לחרוג מהמתחם לקולא ולאמץ את המלצת שירות המבחן לעונש, באופן שיוטל על מרשו עונש מאסר בפועל שירוצה בדרך של עבודות שירות, מאסר על תנאי וצו מבחן טיפולי.",טיעוני הצדדים לעונש,טיעוני הצדדים,טיעוני הצדדים,טיעוני הצדדים,טיעוני הצדדים,טיעוני הצדדים
ME-16-12-26620-433,אציין כי כל אחד מבאי-כוח הצדדים הפנה לאסמכתאות מן הפסיקה בתמיכה לטיעוניו במישור העונשי.,טיעוני הצדדים לעונש,טיעוני הצדדים,טיעוני הצדדים,טיעוני הצדדים,טיעוני הצדדים,טיעוני הצדדים
ME-16-12-26620-433,"הנאשם בדבריו לפניי נטל אחריות מלאה על מעשיו, והביע בגינם צער וחרטה שהתרשמתי כי הם כנים. עוד ציין כי: ""...היום אחרי שנתיים אני הגעתי לתובנות גם עם ארנון (פרופ' אדלשטיין) וגם עם עצמי שזה היה דבר לא נכון לעשות והיום אני מבהיר את זה מה שאז לא הבנתי, הייתי בתקופה מאד רעה נפשית, מבולבלת, אני לא מאחל לאף אחד לעבור את מה שעברתי בנפש, ואני רק מבקש ממך שתתחשבי בזה ותקלי עליי בעונש וכל עונש שייגזר עליי אני אקבל"" (שם, עמ' 85).",טיעוני הצדדים לעונש,טיעוני הצדדים,טיעוני הצדדים,טיעוני הצדדים,טיעוני הצדדים,טיעוני הצדדים
ME-16-12-26620-433,"בהתאם לסעיף 40ג(א) לחוק העונשין, יש לקבוע את מתחם הענישה ההולמת בהתאם לעקרון ההלימה, תוך התחשבות בערך החברתי שנפגע, במידת הפגיעה בו, בנסיבות הקשורות בביצוע העבירה ובמדיניות הענישה הנהוגה.",קביעת מתחם העונש ההולם,דיון והכרעה,דיון והכרעה,דיון והכרעה,דיון והכרעה,דיון והכרעה
ME-16-12-26620-433,"הערך החברתי שנפגע כתוצאה מביצוע העבירה של ייבוא סם מסוכן, היא ההגנה על הציבור מפני הנזקים הנלווים לשימוש בסמים מסוכנים, הכוללים הן נזקים ישירים למכורים לסמים שפעמים רבות נופלים כנטל על החברה, והן נזקים עקיפים שנגרמים עקב ביצוע עבירות על-ידי המכורים לסמים לצורך מימון רכישתם. בית-המשפט העליון עמד על החומרה שיש לנקוט כלפי מי שמעורב בשרשרת הפצת הסם, בקובעו כדלקמן:",קביעת מתחם העונש ההולם,דיון והכרעה,דיון והכרעה,דיון והכרעה,דיון והכרעה,דיון והכרעה
ME-16-12-26620-433,"(ע""פ 7044/11 עבד נ' מדינת ישראל (17.6.2012), פס' 8-9).",קביעת מתחם העונש ההולם,דיון והכרעה,דיון והכרעה,דיון והכרעה,דיון והכרעה,דיון והכרעה
ME-16-12-26620-433,"במקרה דנן, מידת הפגיעה בערך המוגן היא משמעותית, בשים לב לכך שעסקינן בייבוא של שני סוגי סמים שונים שנהוג לסווגם כסמים קשים (קוקאין ו- MDMA), בכמות כוללת של כ- 2.7 ק""ג ממנה ניתן להפיק מנות סם רבות. אציין כי בית-המשפט העליון סקר בפסיקותיו בעבר את ההשפעות ההרסניות שיש לקוקאין על גופו ועל נפשו של המשתמש, וציין כי מבין סוגי הסמים השונים, לסם הקוקאין בו עסקינן נודעת השפעה הרסנית במיוחד (ראו: ע""פ 6029/03 מדינת ישראל נ' שמאי, פ""ד נח(2) 734, 738 (2004) מפי כב' השופט מ' חשין).",קביעת מתחם העונש ההולם,דיון והכרעה,דיון והכרעה,דיון והכרעה,דיון והכרעה,דיון והכרעה
ME-16-12-26620-433,"בחינת נסיבות ביצוע העבירה מעלה כי הנאשם שלפניי, ביחד עם נאשם 1, קשר קשר להבאת הסם המסוכן מוינה לישראל דרך שדה-התעופה. הנאשם טס ביחד עם הנאשם 1 לוינה לצורך כך, והשניים קיבלו מאדם אחר בוינה את המזוודה אשר בדופן שלה הוסתרו הסמים. הנאשם נעצר ברשות שדות התעופה בעת שנכנס לארץ עם הנאשם 1, כשהאחרון נושא עמו את המזוודה לישראל.",קביעת מתחם העונש ההולם,דיון והכרעה,דיון והכרעה,דיון והכרעה,דיון והכרעה,דיון והכרעה
ME-16-12-26620-433,"בכל הנוגע לחלק היחסי של הנאשם בביצוע העבירה (סעיף 40ט(א)(2) לחוק העונשין) – מעובדות כתב-האישום המתוקן עולה כי הנאשם 1 אמור היה לקבל תמורה כספית גבוהה יותר ביחס לנאשם שלפניי. הנאשם 1 היה גם זה שרכש באמצעות כרטיס האשראי שלו את כרטיסי הטיסה עבור שני הנאשמים, והוא אשר סחב את המזוודה בה הוטמנו הסמים. לצד זאת, מעובדות כתב-האישום המתוקן עולה כי הנאשם שלפניי הוא אשר יזם את סיכום חלוקת התמורה הכספית עם הנאשם 1. כמו כן, הנאשם שלפניי נטל חלק בתכנון העבירה, ופעל לצדו של הנאשם 1 לאורך כל הדרך. באיזון הכולל, אני סבורה כי אין לומר שחלקו של הנאשם שלפניי היה פחוּת, שכן הוא בגדר מבצע בצוותא שפעל במשותף להגשמת העבירה. יוער כי הן המאשימה והן ההגנה לא טענו כי חלקו של הנאשם שלפניי שונה מהותית מחלקו של נאשם 1.",קביעת מתחם העונש ההולם,דיון והכרעה,דיון והכרעה,דיון והכרעה,דיון והכרעה,דיון והכרעה
ME-16-12-26620-433,"לעניין התכנון שקדם לביצוע עבירת ייבוא הסם (סעיף 40ט(א)(1) לחוק העונשין) – מדובר בעבירה מתוכננת, שאינה פרי גחמה רגעית. הנאשם, ביחד עם הנאשם 1, תכנן את העבירה מבעוד מועד, והשניים תיאמו את הביצוע עם אדם אחר שזהותו אינה ידועה למאשימה. הם רכשו כרטיסי טיסה מתאימים, וכן שוחחו מראש על חלוקת התמורה הכספית ביניהם.",קביעת מתחם העונש ההולם,דיון והכרעה,דיון והכרעה,דיון והכרעה,דיון והכרעה,דיון והכרעה
ME-16-12-26620-433,"הנזק שהיה צפוי מביצוע העבירה (סעיף 40ט(א)(3) לחוק העונשין) הוא משמעותי, בשים לב לכך שמדובר בייבוא של שני סוגים של סמים קשים, בכמות כוללת נכבדה. יצוין כי הנאשמים הכניסו את המזוודה לישראל ביודעם שהיא מכילה סמים קשים, בלא לברר את סוג הסמים וכמותם באופן שיכול להצביע על אדישות מצדם לסוגיה זו. הסיכון הטמון בהתנהלות הנדונה הוא ברור, שכן באופן פוטנציאלי עלולה הייתה המזוודה להכיל כמות סם גדולה אף יותר מכפי שהוטמנה בפועל.",קביעת מתחם העונש ההולם,דיון והכרעה,דיון והכרעה,דיון והכרעה,דיון והכרעה,דיון והכרעה
ME-16-12-26620-433,"לקוּלא, אציין כי אין חולק שהנאשם אינו המקור לסם. הוא אינו מי שעמד בראש שרשרת הפצת הסם, אלא קיבל את הסמים מאדם אחר, ושימש כבלדר לצורך הכנסתם מאירופה לישראל. הסמים הועברו לנאשם ולחברו במזוודה כפולת דופן שהם התבקשו להכניסה לארץ. מדובר באמצעי שנועד להסתיר את הסם ולהקשות על גילויו, אולם יש לציין כי אין מדובר בבליעת הסמים או בהחדרתם לגוף בדרך אחרת. זאת ועוד; במסגרת עובדות כתב-האישום המתוקן בהן הודה הנאשם, אין טענה כי הוא קיבל לידיו בפועל חלק כלשהו מן התמורה הכספית שתוכננה מלכתחילה. כמו כן, אין חולק ששני הנאשמים לא ידעו מהי כמות הסם שהוחבאה במזוודה וכן לא ידעו את סוגם המדויק של הסמים, הגם שידעו כי במזוודה הוטמנו סמים המוגדרים כ""קשים"" (לעניין זה התייחסתי לעיל). למרבה המזל, הנזק הפוטנציאלי לא התממש והסם לא הופץ ברבים, אך זאת בזכות פעילות ברוכה של רשויות האכיפה בארץ, ולא על רקע צעדים שנקט מי מהנאשמים (סעיף 40ט(א)(4) לחוק העונשין).",קביעת מתחם העונש ההולם,דיון והכרעה,דיון והכרעה,דיון והכרעה,דיון והכרעה,דיון והכרעה
ME-16-12-26620-433,"בכל הנוגע לסיבה שהובילה לביצוע העבירה (סעיף 40ט(א)(5) לחוק העונשין) - עובדות כתב-האישום המתוקן מתייחסות במפורש לתכנון מצד הנאשמים לחלוקת התמורה הכספית שהייתה צפויה להיות משולמת לידיהם בגין ייבוא הסם לישראל. מכתב-האישום המתוקן עולה, אפוא, כי הסיבה הישירה שהובילה את הנאשם לביצוע העבירה הייתה בצע-כסף. למען שלמות התמונה, אציין כי מתסקיר שירות המבחן וכן מהראיות והטיעונים לעונש, עלו סיבות והסברים נטענים נוספים לביצוע העבירה על-ידי הנאשם. כפי שפורט בהרחבה לעיל, נטען על-ידי ההגנה כי קיימת אפשרות לכך שהעבירה בוצעה על רקע תסמינים של פוסט-טראומה ממנה סובל הנאשם כתוצאה מלחימה מסכנת חיים בה הוא נטל חלק; וכן על רקע קריאה לא מודעת מצד הנאשם לעזרה, בשים לב למורכבות משפחתית ולמצוקה רגשית בה הוא היה נתון בעת הרלוונטית לכתב-האישום. אדון בטיעונים אלה ובמשמעותם בהמשך הדרך. בכל הנוגע לקביעת מתחם העונש ההולם, אומר כי בשום שלב לא עלתה לפניי טענה לפיה לנאשם לא הייתה יכולת להבין את אשר הוא עושה או את הפסול שבמעשהו, ואף לא הועלתה לפניי בשום שלב טענה של קירבה לסייג לאחריות פלילית (סעיפים 40ט(6) ו- (9) לחוק). כפי שצוין לעיל, ד""ר צודיקר אישר בדבריו לפניי כי חוות-דעתו אינו נוגעת לכשירות מהותית או דיונית, שכן: ""אין פה שאלה כזאת"" (פרוטוקול דיון מיום 13.1.2019, עמ' 33, ש' 23-24). גם פרופ' אדלשטיין היה זהיר בדבריו, והתייחס לסיבות אפשריות לביצוע העבירה תוך שהדגיש כי מדובר בהערכה (שם, עמ' 65, ש' 18). בכל מקרה, אזכיר כי לפי סעיף 40י(א) לחוק העונשין, הכלל הוא כי בית-המשפט קובע את נסיבות ביצוע העבירה על-בסיס הראיות שהובאו בשלב בירור האשמה. בשלב הטיעונים לעונש הנאשם רשאי להביא ראיות מטעמו ""ובלבד שאינן סותרות את הנטען על ידו בשלב בירור האשמה"". כך, אלא אם כן התבקש במפורש אחרת, ובית-המשפט התיר זאת בהתאם לתנאים הקבועים בסעיף 40י(ב)(2) לחוק העונשין – דבר שלא התבקש וממילא לא נדון במקרה שלפניי.",קביעת מתחם העונש ההולם,דיון והכרעה,דיון והכרעה,דיון והכרעה,דיון והכרעה,דיון והכרעה
ME-16-12-26620-433,"בכל הנוגע לענישה הנוהגת – העונש המרבי הקבוע לעבירת ייבוא סם מסוכן הוא מאסר 20 שנים. בית-המשפט העליון הדגיש בפסיקתו את הצורך בענישה משמעותית ומרתיעה בגין עבירות סמים באופן כללי, ואת המשקל הפחוּת שיש לייחס לנסיבותיו האישיות של מבצע העבירה בתחום הסמים. כבר נקבע כי: ""...נגע הסמים הפוגע קשות בחברתנו מחייב מלחמת חורמה והעונשים שיגזרו על ידי בתי המשפט בשל עבירות סמים צריכים להשתלב במאבק הכולל להדברת הנגע. על כן, יש ליתן משקל ממשי לשיקול ההרתעתי אל מול השיקולים האישיים, אשר משקלם יהיה נמוך יותר במקרים כגון אלה"" (ע""פ 9482/09 ביטון נ' מדינת ישראל (24.7.2011), פס' 24).",קביעת מתחם העונש ההולם,דיון והכרעה,דיון והכרעה,דיון והכרעה,דיון והכרעה,דיון והכרעה
ME-16-12-26620-433,"בית-המשפט העליון הוסיף ופסק כי אין מקום להפחית בענישתם של בלדרים. נקבע כי יש להטיל על בלדרי סמים עונשי מאסר בפועל לתקופות משמעותיות כדי להרתיעם מלהתפתות להבאת הסמים ארצה, וכדי לשבור את שרשרת הפצתו של הסם הנשענת על הבלדרים (ראו והשוו למשל: ע""פ 3931/13 באום נ' מדינת ישראל (10.6.2014), פס' 14).",קביעת מתחם העונש ההולם,דיון והכרעה,דיון והכרעה,דיון והכרעה,דיון והכרעה,דיון והכרעה
ME-16-12-26620-433,"ב""כ המאשימה הפנתה בטיעוניה לפסקי-דין בהם נקבעו עונשים חמורים של מעל 50 חודשי מאסר בפועל בגין הרשעה בעבירה של ייבוא סם. עם זאת, באותם מקרים היה מדובר באזרחים זרים שהוצג בעניינם הסדר-טיעון סגור לעונש, ו/או העבירה של ייבוא סם מסוכן התבצעה באמצעות בליעת הסם, כך שהנאשמים באותן פרשות שימשו כלי קיבול חי לייבוא הסמים ארצה, ו/או היה מדובר בייבוא קוקאין במשקל של מעל 3 ק""ג. נתונים אלה אינם מתקיימים בנסיבות המקרה שלפניי.",קביעת מתחם העונש ההולם,דיון והכרעה,דיון והכרעה,דיון והכרעה,דיון והכרעה,דיון והכרעה
ME-16-12-26620-433,"ב""כ הנאשם טען מצדו כי מתחם העונש ההולם במקרה דנן מתחיל מ- 18 חודשי מאסר בפועל, וזאת בהתבסס על המתחם שנקבע על-ידי כב' השופט קובו בת""פ 6788-06-16 מדינת ישראל נ' בנעטייה (14.6.2018), פס' 20. באותו מקרה, הנאשמת הורשעה בייבוא של 2.5 ק""ג קוקאין, ונקבע כי מתחם העונש ההולם מתחיל מ- 18 חודשי מאסר בפועל. עם זאת, מנימוקי גזר-הדין עולה כי באותה פרשה היה מדובר בייבוא באמצעות איסוף חבילת סמים מסניף דואר בישראל. נקבע במפורש כי חלקה של הנאשמת בביצוע עבירת ייבוא הסם לא היה מרכזי. צוין כי הנאשמת לא הייתה הגורם הדומיננטי בביצוע העבירה, היא לא הייתה אמורה להרוויח כסף ממנה, וחלקה היה הנמוך במדרג המעורבים בפרשה. עוד נקבע כי הנאשמת ביצעה את העבירה בהיותה כבת 20, כשהיא מצויה בקשר רומנטי-תלותי עם גבר שהיה מבוגר ממנה באופן משמעותי, כאשר הנאשמת הייתה נתונה להשפעתו ולניצולו של אותו גבר, וביצעה את העבירה למענו. בניגוד לאותה פרשה, במקרה דנן לנאשם היה חלק ממשי בתכנון ובביצוע העבירה של ייבוא הסם לישראל, והוא אף היה אמור להרוויח כסף ממנה. לפיכך, אני סבורה כי אין לגזור את מתחם העונש ההולם משם לכאן.",קביעת מתחם העונש ההולם,דיון והכרעה,דיון והכרעה,דיון והכרעה,דיון והכרעה,דיון והכרעה
ME-16-12-26620-433,"בחינת פסיקתם של בתי המשפט מעלה כי בגין עבירה של ייבוא סם מסוכן לישראל, מוטלים עונשי מאסר בפועל מאחורי סורג ובריח לתקופות משמעותיות. כך למשל, בגין ייבוא מבלגיה לישראל של כ- 3 ק""ג MDMA מוחבאים במזוודה, קבע בית-המשפט המחוזי מרכז (כב' השופטת ברנט) מתחם ענישה הולמת שנע מ- 30 עד 60 חודשי מאסר בפועל. על הנאשם, בעל עבר פלילי שאינו משמעותי ונסיבות חיים קשות, נגזרו 36 חודשי מאסר בפועל (ראו: ת""פ (מרכז) 55287-02-17 מדינת ישראל נ' אזולאי (16.1.2018)).",קביעת מתחם העונש ההולם,דיון והכרעה,דיון והכרעה,דיון והכרעה,דיון והכרעה,דיון והכרעה
ME-16-12-26620-433,"בגין החזקת סם שלא לצריכה עצמית וייבוא מברזיל לישראל של 1.9 ק""ג קוקאין שהוחבא בתוך שני פסלים, קבע בית-המשפט המחוזי מרכז (כב' השופטת ברנט) מתחם ענישה הולמת שנע מ- 45 עד 85 חודשי מאסר בפועל. על הנאשם נעדר עבר פלילי, נגזרו 45 חודשי מאסר בפועל (ראו: ת""פ (מרכז) 9160-02-15 מדינת ישראל נ' מזרחי (4.2.2016)).",קביעת מתחם העונש ההולם,דיון והכרעה,דיון והכרעה,דיון והכרעה,דיון והכרעה,דיון והכרעה
ME-16-12-26620-433,"בגין ייבוא מאירופה לישראל של קוקאין במשקל של כ- 104 גרם ו- 1337 ריבועי LSD (חלק מהסמים הוחבאו בתחתונים וחלק מהסמים הוחדרו לגופו של הנאשם), קבע בית-המשפט המחוזי מרכז (כב' השופט קובו) מתחם ענישה הולמת שנע מ-30 עד 60 חודשי מאסר בפועל. על הנאשם חסר עבר פלילי התומך באמו הנכה, הושת עונש של 36 חודשי מאסר בפועל (ראו: ת""פ 22080-10-16 מדינת ישראל נ' לבדב (6.7.2017)). ערעור על גזר-הדין האמור נדחה על-ידי בית-המשפט העליון בע""פ 6548/17 לבדב נ' מדינת ישראל (30.1.2018).",קביעת מתחם העונש ההולם,דיון והכרעה,דיון והכרעה,דיון והכרעה,דיון והכרעה,דיון והכרעה
ME-16-12-26620-433,"בגין ייבוא מהולנד לישראל של MDMA נוזלי בכמוּת שוות-ערך ל- 2.1 ק""ג, קבע בית-המשפט המחוזי מרכז (כב' השופט קובו) מתחם ענישה הולמת שנע מ- 36 עד 60 חודשי מאסר בפועל. זאת לגבי נאשם מס' 1 באותה פרשה, שנקבע כי הוא בעל החלק הדומיננטי בביצוע העבירה. על אותו נאשם נגזרו 42 חודשי מאסר בפועל (ראו: ת""פ (מרכז) 28005-09-17 מדינת ישראל נ' גושביץ (26.4.2018), ומכלול ההפניות שם). יוער כי לגבי נאשם מס' 2 באותה פרשה, נקבע מתחם עונש הולם מקל יותר, שהתחיל מ- 24 חודשי מאסר בפועל. דא עקא, מנימוקי גזר-הדין עולה כי בנסיבות אותו מקרה, הצדדים הסכימו כי התקיים שוני בין שני הנאשמים מבחינת מידת הדומיננטיות שלהם בביצוע העבירה, וכי נאשם מס' 2 באותו מקרה היה פחות דומיננטי ביחס לנאשם מס' 1. אין הסכמה מסוג זה במקרה שלפניי.",קביעת מתחם העונש ההולם,דיון והכרעה,דיון והכרעה,דיון והכרעה,דיון והכרעה,דיון והכרעה
ME-16-12-26620-433,"בשים לב לעקרון ההלימה כעקרון מנחה בענישה, לעוצמת הפגיעה בערכים המוגנים, לנסיבות ביצוע העבירה ולענישה הנוהגת כמפורט לעיל – אני סבורה כי מתחם הענישה ההולמת נע מ- 30 ל- 60 חודשי מאסר בפועל.",קביעת מתחם העונש ההולם,דיון והכרעה,דיון והכרעה,דיון והכרעה,דיון והכרעה,דיון והכרעה
ME-16-12-26620-433,"הטענה העיקרית של ההגנה במקרה שלפניי היא כי בעניינו של הנאשם מוצדק לחרוג מהמתחם משיקולי שיקום, ולהטיל עליו עונש מאסר בפועל לריצוי בדרך של עבודות שירות לפי המלצת שירות המבחן. המאשימה התנגדה לכך, וטענה כי מן הראוי שהשיקולים לקולא יובילו להעמדת עונשו של הנאשם בתחתית המתחם, ללא חריגה מעבר לכך.",סוגית החריגה ממתחם הענישה ההולמת וקביעת העונש המתאים,דיון והכרעה,דיון והכרעה,דיון והכרעה,דיון והכרעה,דיון והכרעה
ME-16-12-26620-433,"הדילמה המונחת לפתחי כמותב הגוזר את עונשו של הנאשם, היא ברורה:",סוגית החריגה ממתחם הענישה ההולמת וקביעת העונש המתאים,דיון והכרעה,דיון והכרעה,דיון והכרעה,דיון והכרעה,דיון והכרעה
