verdict,עובדות המקרה,טיעוני הצדדים,דיון והכרעה,סך_חטיבות
SH-12-11-25146-886,1,0,1,2
SH-12-11-29401-761,1,1,1,3
SH-12-11-31271-202,1,1,1,3
SH-12-11-31908-176,1,0,0,1
SH-12-11-3220-212,1,0,0,1
SH-12-11-32539-54,1,0,0,1
SH-12-11-39640-461,1,0,0,1
SH-12-11-4001-360,1,1,1,3
SH-12-11-42974-263,1,1,1,3
SH-12-11-50235-841,1,0,0,1
SH-12-11-56629-448,1,0,0,1
SH-12-11-57216-546,1,0,0,1
SH-12-11-58829-766,1,0,0,1
SH-12-12-12111-417,1,0,0,1
SH-12-12-15919-776,1,1,1,3
SH-12-12-21616-369,1,0,1,2
SH-12-12-29338-484,1,0,0,1
SH-12-12-305-511,1,1,1,3
SH-12-12-3844-10,1,1,1,3
SH-12-12-46898-4,1,0,0,1
SH-12-12-50074-40,1,1,1,3
SH-12-12-50454-878,1,1,1,3
SH-12-12-542-427,1,1,1,3
SH-12-12-5621-745,0,0,0,0
SH-12-12-60394-367,1,1,1,3
SH-12-12-62174-789,1,0,0,1
SH-12-12-7285-9,1,0,0,1
SH-13-01-13780-730,1,0,1,2
SH-13-01-17975-71,1,1,1,3
SH-13-01-31690-835,1,0,1,2
SH-13-01-4164-489,1,1,0,2
SH-13-01-47183-747,1,0,0,1
SH-13-01-50263-643,1,0,1,2
SH-13-01-52417-55,1,1,1,3
SH-13-01-52587-620,1,0,1,2
SH-13-01-54047-792,1,1,1,3
SH-13-01-9369-840,1,1,1,3
SH-13-02-15963-393,1,0,1,2
SH-13-02-17543-210,1,1,1,3
SH-13-02-20615-648,1,0,0,1
SH-13-02-25277-692,1,0,0,1
SH-13-02-28742-481,1,0,0,1
SH-13-02-35175-566,1,1,1,3
SH-13-02-3798-167,1,0,1,2
SH-13-02-38654-316,0,0,1,1
SH-13-02-40918-993,1,0,0,1
SH-13-02-43722-861,1,1,1,3
SH-13-02-44772-252,1,0,1,2
SH-13-02-45136-821,1,1,1,3
SH-13-02-45180-155,1,0,1,2
SH-13-02-46354-386,1,1,1,3
SH-13-02-46903-725,1,1,1,3
SH-13-02-47302-906,1,0,1,2
SH-13-02-48167-802,1,0,1,2
SH-13-02-6548-558,1,0,0,1
SH-13-02-828-457,0,0,0,0
SH-13-03-14880-44,0,0,0,0
SH-13-03-16209-207,1,0,1,2
SH-13-03-16282-345,1,0,1,2
SH-13-03-1684-11,1,0,0,1
SH-13-03-17018-852,1,0,0,1
SH-13-03-17021-391,1,0,0,1
SH-13-03-18458-235,1,0,0,1
SH-13-03-23710-716,1,1,0,2
SH-13-03-25034-133,1,0,0,1
SH-13-03-26494-365,1,0,1,2
SH-13-03-27114-452,1,0,1,2
SH-13-03-27164-874,1,0,0,1
SH-13-03-27523-632,1,0,1,2
SH-13-03-27593-565,1,1,1,3
SH-13-03-33046-330,1,0,0,1
SH-13-03-33206-885,1,0,1,2
SH-13-03-39699-726,1,1,1,3
SH-13-03-40807-636,1,0,0,1
SH-13-03-45065-751,1,0,1,2
SH-13-03-45791-353,1,1,1,3
SH-13-03-6065-23,1,0,0,1
SH-13-04-13927-960,1,1,1,3
SH-13-04-13957-600,1,0,1,2
SH-13-04-14411-342,1,0,1,2
SH-13-04-16798-769,1,0,1,2
SH-13-04-22494-508,1,0,0,1
SH-13-04-33171-246,1,1,1,3
SH-13-04-34656-676,1,1,1,3
SH-13-04-34680-27,1,1,1,3
SH-13-04-40857-908,1,0,0,1
SH-13-04-50689-262,1,1,1,3
SH-13-04-53373-151,1,1,1,3
SH-13-04-53450-172,1,1,1,3
SH-13-04-7754-319,1,1,1,3
SH-13-05-16046-738,1,0,0,1
SH-13-05-22722-187,1,0,1,2
SH-13-05-2315-671,1,0,1,2
SH-13-05-23836-978,1,1,1,3
SH-13-05-31312-452,1,0,0,1
SH-13-05-4413-27,1,0,1,2
SH-13-05-47193-532,1,1,1,3
SH-13-05-48009-62,1,0,0,1
SH-13-05-50987-234,1,0,0,1
SH-13-05-56159-891,1,1,1,3
SH-13-05-56746-80,1,0,1,2
SH-13-05-57334-895,1,1,1,3
SH-13-05-57360-149,1,1,1,3
SH-13-05-61235-988,1,1,1,3
SH-13-05-6431-629,1,1,1,3
SH-13-06-10150-169,1,0,0,1
SH-13-06-10316-44,1,1,1,3
SH-13-06-11112-677,1,0,1,2
SH-13-06-1161-8,1,0,0,1
SH-13-06-11704-531,1,0,0,1
SH-13-06-13426-999,0,0,0,0
SH-13-06-14449-952,1,0,1,2
SH-13-06-15712-707,1,1,1,3
SH-13-06-16552-360,0,1,1,2
SH-13-06-16765-506,1,0,1,2
SH-13-06-20269-357,1,0,0,1
SH-13-06-20533-830,1,0,0,1
SH-13-06-22905-96,1,0,0,1
SH-13-06-24900-894,1,0,0,1
SH-13-06-29550-698,1,1,1,3
SH-13-06-47879-762,0,1,1,2
SH-13-06-57562-679,1,0,0,1
SH-13-06-57822-320,1,1,1,3
SH-13-07-16206-515,1,0,1,2
SH-13-07-17043-348,1,1,1,3
SH-13-07-20531-560,1,0,0,1
SH-13-07-21605-776,1,1,1,3
SH-13-07-24251-990,1,1,1,3
SH-13-07-26079-784,0,0,0,0
SH-13-07-33230-255,1,0,0,1
SH-13-07-34055-659,0,1,1,2
SH-13-07-35843-791,1,0,0,1
SH-13-07-39589-104,1,1,1,3
SH-13-07-39965-841,1,1,1,3
SH-13-07-55496-421,1,1,1,3
SH-13-07-56953-111,1,1,1,3
SH-13-07-60869-149,1,1,1,3
SH-13-08-11754-255,1,0,0,1
SH-13-08-12042-109,1,0,1,2
SH-13-08-13335-993,1,1,1,3
SH-13-08-13365-666,1,1,1,3
SH-13-08-13424-262,0,1,1,2
SH-13-08-17837-655,1,0,0,1
SH-13-08-19905-323,1,0,0,1
SH-13-08-22165-418,0,0,0,0
SH-13-08-29450-383,1,0,0,1
SH-13-08-29713-773,1,0,1,2
SH-13-08-29806-451,1,0,0,1
SH-13-08-39264-884,1,0,0,1
SH-13-08-40305-731,1,1,1,3
SH-13-08-44003-531,1,0,0,1
SH-13-09-16935-402,1,1,1,3
SH-13-09-20893-413,1,1,1,3
SH-13-09-21208-33,1,1,1,3
SH-13-09-21616-968,0,1,1,2
SH-13-09-22603-609,1,1,1,3
SH-13-09-25854-356,1,1,1,3
SH-13-09-28804-145,0,0,0,0
SH-13-09-29504-694,1,1,1,3
SH-13-09-32561-759,0,1,1,2
SH-13-09-32603-174,1,0,0,1
SH-13-09-39111-963,1,1,1,3
SH-13-09-5119-643,0,0,1,1
SH-13-09-6800-519,1,0,0,1
SH-13-10-14471-309,1,1,0,2
SH-13-10-14485-766,1,0,0,1
SH-13-10-16389-351,1,1,1,3
SH-13-10-18460-496,1,1,1,3
SH-13-10-20319-11,1,0,0,1
SH-13-10-23028-82,1,1,1,3
SH-13-10-33223-926,1,0,0,1
SH-13-10-44503-14,1,0,0,1
SH-13-10-49458-415,1,1,1,3
SH-13-10-61082-914,1,0,1,2
SH-13-10-65295-354,1,0,0,1
SH-13-10-66147-419,1,1,1,3
SH-13-10-8204-416,1,0,1,2
SH-13-11-15873-175,1,1,1,3
SH-13-11-19734-291,1,1,0,2
SH-13-11-25832-486,1,1,0,2
SH-13-11-3155-387,1,0,0,1
SH-13-11-36400-607,1,0,0,1
SH-13-11-38875-116,1,1,1,3
SH-13-11-41382-693,1,0,0,1
SH-13-11-42533-864,0,0,0,0
SH-13-11-44386-951,0,0,1,1
SH-13-11-46041-250,1,0,0,1
SH-13-11-53492-166,1,0,0,1
SH-13-12-22325-316,1,1,1,3
SH-13-12-2415-927,1,1,1,3
SH-13-12-27888-150,1,0,0,1
SH-13-12-31993-41,1,1,1,3
SH-13-12-32523-749,1,0,0,1
SH-13-12-34094-724,1,1,1,3
SH-13-12-37769-164,1,0,0,1
SH-13-12-38371-166,1,0,0,1
SH-13-12-4475-255,1,1,1,3
SH-13-12-4636-897,1,1,1,3
SH-13-12-54661-772,1,0,1,2
SH-13-12-63092-461,1,0,0,1
SH-14-01-10165-746,1,0,0,1
SH-14-01-11145-914,0,1,1,2
SH-14-01-11951-834,0,1,1,2
SH-14-01-16842-326,1,0,0,1
SH-14-01-21495-498,1,1,1,3
SH-14-01-21790-793,1,0,0,1
SH-14-01-22471-400,1,0,0,1
SH-14-01-27021-639,1,1,1,3
SH-14-01-30865-410,1,0,1,2
SH-14-01-43664-28,1,1,1,3
SH-14-01-45181-960,1,0,1,2
SH-14-01-46386-388,0,1,1,2
SH-14-01-54790-618,1,0,0,1
SH-14-01-57031-290,1,0,1,2
SH-14-01-573-493,1,0,0,1
SH-14-01-59586-422,1,1,1,3
SH-14-01-60914-28,1,1,1,3
SH-14-02-14846-442,1,0,1,2
SH-14-02-15425-804,1,0,1,2
SH-14-02-20872-532,0,1,1,2
SH-14-02-20967-215,0,1,1,2
SH-14-02-22160-635,1,1,1,3
SH-14-02-26535-787,1,1,1,3
SH-14-02-38941-459,1,0,0,1
SH-14-02-40987-274,1,0,0,1
SH-14-02-42479-962,0,0,0,0
SH-14-02-42512-794,1,0,1,2
SH-14-02-44205-865,1,0,0,1
SH-14-02-44964-637,1,0,1,2
SH-14-02-4677-594,1,0,1,2
SH-14-02-47156-616,1,1,1,3
SH-14-02-47957-842,1,1,1,3
SH-14-02-51848-411,1,0,1,2
SH-14-02-51872-524,1,0,0,1
SH-14-02-54697-362,1,0,0,1
SH-14-03-1231-934,1,1,1,3
SH-14-03-15455-331,0,0,0,0
SH-14-03-18987-302,1,0,0,1
SH-14-03-2008-334,1,1,1,3
SH-14-03-24126-645,0,0,0,0
SH-14-03-34925-189,1,1,1,3
SH-14-03-41072-534,1,1,1,3
SH-14-03-43556-790,0,1,1,2
SH-14-03-53219-933,1,1,1,3
SH-14-03-58092-997,1,0,0,1
SH-14-03-58243-85,1,0,1,2
SH-14-03-62059-552,1,1,1,3
SH-14-03-836-573,1,1,1,3
SH-14-03-891-43,0,0,0,0
SH-14-04-12708-193,0,1,1,2
SH-14-04-15564-112,1,1,1,3
SH-14-04-15668-815,1,1,1,3
SH-14-04-17670-22,1,0,0,1
SH-14-04-19985-55,1,1,1,3
SH-14-04-25171-267,1,0,0,1
SH-14-04-25964-420,1,0,0,1
SH-14-04-262-610,1,0,1,2
SH-14-04-26520-924,1,0,0,1
SH-14-04-36953-935,1,0,0,1
SH-14-04-3717-325,1,0,0,1
SH-14-04-37335-598,1,0,1,2
SH-14-04-45610-975,1,0,0,1
SH-14-04-47532-899,1,1,1,3
SH-14-04-8123-777,1,1,1,3
SH-14-04-9620-347,1,1,1,3
SH-14-04-9787-939,0,1,1,2
SH-14-05-1102-806,1,0,0,1
SH-14-05-12480-783,1,0,0,1
SH-14-05-15693-929,1,0,1,2
SH-14-05-16006-732,1,1,1,3
SH-14-05-17917-474,0,0,1,1
SH-14-05-19324-196,1,0,0,1
SH-14-05-21873-633,1,1,1,3
SH-14-05-25379-496,1,1,1,3
SH-14-05-33848-112,1,1,1,3
SH-14-05-35481-806,1,0,1,2
SH-14-05-35940-293,1,0,0,1
SH-14-05-3867-878,1,0,0,1
SH-14-05-38935-724,1,0,0,1
SH-14-05-42458-271,1,0,0,1
SH-14-05-446-51,1,1,1,3
SH-14-05-44601-678,1,1,1,3
SH-14-05-47022-475,1,1,1,3
SH-14-05-47136-892,1,0,0,1
SH-14-05-48135-250,1,1,1,3
SH-14-05-49897-69,1,0,1,2
SH-14-05-51421-914,1,0,0,1
SH-14-05-520-736,1,1,1,3
SH-14-05-6553-451,1,1,1,3
SH-14-06-1118-418,1,1,1,3
SH-14-06-17440-469,0,0,0,0
SH-14-06-26709-69,1,1,1,3
SH-14-06-26717-661,1,1,1,3
SH-14-06-26718-51,1,1,1,3
SH-14-06-26762-25,1,0,1,2
SH-14-06-28055-357,0,0,1,1
SH-14-06-36083-343,1,0,1,2
SH-14-06-38591-345,1,0,0,1
SH-14-06-41257-895,1,0,1,2
SH-14-06-42543-178,1,1,1,3
SH-14-06-4495-770,1,0,0,1
SH-14-06-49906-274,1,0,1,2
SH-14-06-60248-835,1,0,0,1
SH-14-06-6712-554,1,1,1,3
SH-14-06-7871-168,1,0,0,1
SH-14-07-10231-494,1,0,0,1
SH-14-07-15563-73,1,0,0,1
SH-14-07-16458-332,1,1,1,3
SH-14-07-16723-439,1,1,1,3
SH-14-07-22109-297,1,1,1,3
SH-14-07-28496-11,1,1,1,3
SH-14-07-3752-516,1,0,0,1
SH-14-07-39668-319,1,1,1,3
SH-14-07-45226-283,1,0,0,1
SH-14-07-45331-553,1,1,1,3
SH-14-07-45599-805,1,0,1,2
SH-14-07-47089-476,1,0,0,1
SH-14-07-57912-614,1,1,1,3
SH-14-07-6140-404,1,1,1,3
SH-14-07-7354-622,1,0,0,1
SH-14-08-10430-877,1,0,0,1
SH-14-08-10606-247,1,0,0,1
SH-14-08-11017-789,1,1,1,3
SH-14-08-13956-144,1,1,1,3
SH-14-08-15802-127,1,0,0,1
SH-14-08-17726-821,1,0,0,1
SH-14-08-19382-777,0,0,1,1
SH-14-08-20825-856,1,1,1,3
SH-14-08-34399-706,1,1,1,3
SH-14-08-4043-56,0,0,0,0
SH-14-08-44505-251,0,1,1,2
SH-14-09-15052-7,1,0,0,1
SH-14-09-15616-753,1,0,0,1
SH-14-09-23152-186,0,0,0,0
SH-14-09-24003-698,1,1,1,3
SH-14-09-2744-377,1,0,1,2
SH-14-09-30091-788,0,0,0,0
SH-14-09-31236-129,1,1,1,3
SH-14-09-39747-982,1,0,0,1
SH-14-09-43747-607,1,0,0,1
SH-14-09-49008-187,1,1,1,3
SH-14-09-49902-840,1,1,1,3
SH-14-09-52816-842,1,0,0,1
SH-14-09-54179-149,1,1,1,3
SH-14-09-55068-783,1,0,0,1
SH-14-09-56159-314,1,1,1,3
SH-14-09-56389-426,1,0,0,1
SH-14-09-59139-316,1,1,1,3
SH-14-09-64678-696,1,0,0,1
SH-14-09-8566-181,1,0,1,2
SH-14-10-12202-562,1,0,0,1
SH-14-10-1340-381,1,1,1,3
SH-14-10-14779-168,1,0,0,1
SH-14-10-16727-626,1,0,0,1
SH-14-10-18974-580,1,1,1,3
SH-14-10-21952-599,1,1,1,3
SH-14-10-22604-225,1,1,1,3
SH-14-10-27187-103,1,0,0,1
SH-14-10-34314-807,1,0,0,1
SH-14-10-3461-934,1,0,0,1
SH-14-10-37626-96,1,0,0,1
SH-14-10-416-716,1,0,0,1
SH-14-10-43941-829,1,0,0,1
SH-14-10-47808-749,1,1,1,3
SH-14-10-5466-100,1,0,0,1
SH-14-10-5787-541,1,1,1,3
SH-14-11-19260-433,1,1,1,3
SH-14-11-19408-33,1,1,1,3
SH-14-11-20201-727,1,1,1,3
SH-14-11-21974-588,0,0,0,0
SH-14-11-22368-817,1,1,1,3
SH-14-11-27542-470,1,1,1,3
SH-14-11-34136-421,1,0,0,1
SH-14-11-35907-931,0,1,1,2
SH-14-11-3908-10,0,1,1,2
SH-14-11-41061-444,1,1,1,3
SH-14-11-47753-666,1,1,1,3
SH-14-11-53692-836,0,0,0,0
SH-14-11-53725-293,1,1,1,3
SH-14-11-53948-42,1,0,1,2
SH-14-11-5507-23,1,1,1,3
SH-14-11-61046-156,1,1,1,3
SH-14-11-62262-580,1,1,1,3
SH-14-11-7704-824,1,1,1,3
SH-14-11-8501-247,1,0,1,2
SH-14-12-23800-436,1,0,1,2
SH-14-12-25762-115,1,0,0,1
SH-14-12-28420-619,1,1,1,3
SH-14-12-29210-914,1,1,1,3
SH-14-12-32433-426,0,0,0,0
SH-14-12-32817-589,1,1,1,3
SH-14-12-37009-998,1,0,0,1
SH-14-12-37567-153,1,0,1,2
SH-14-12-42020-186,1,1,1,3
SH-14-12-50305-239,1,1,1,3
SH-14-12-58372-32,1,1,1,3
SH-14-12-60882-55,1,1,1,3
SH-14-12-61031-814,1,0,0,1
SH-14-12-67105-687,1,1,1,3
SH-14-12-902-360,1,0,0,1
SH-15-01-12495-754,1,1,1,3
SH-15-01-12550-127,1,1,1,3
SH-15-01-18600-452,1,0,1,2
SH-15-01-1981-446,1,1,1,3
SH-15-01-21719-952,1,1,1,3
SH-15-01-27025-838,1,1,1,3
SH-15-01-27671-47,1,0,0,1
SH-15-01-34873-233,1,0,0,1
SH-15-01-44460-680,1,1,1,3
SH-15-01-5218-264,1,0,0,1
SH-15-01-52352-359,1,0,0,1
SH-15-01-52796-484,1,0,1,2
SH-15-01-54692-927,1,0,0,1
SH-15-01-63561-637,1,0,1,2
SH-15-01-63681-638,1,1,1,3
SH-15-01-63716-531,1,0,0,1
SH-15-01-7213-445,1,1,1,3
SH-15-01-7414-983,1,1,1,3
SH-15-02-10767-642,1,1,1,3
SH-15-02-15427-895,1,0,1,2
SH-15-02-22567-642,1,0,0,1
SH-15-02-36895-242,1,0,1,2
SH-15-02-37345-921,1,1,1,3
SH-15-02-37411-573,1,0,0,1
SH-15-02-43397-296,1,1,1,3
SH-15-02-5632-498,1,0,0,1
SH-15-02-57884-783,1,1,1,3
SH-15-03-11384-375,1,1,1,3
SH-15-03-13289-44,1,1,1,3
SH-15-03-13748-45,1,1,1,3
SH-15-03-15812-812,1,1,1,3
SH-15-03-16055-633,1,0,0,1
SH-15-03-16969-55,1,1,1,3
SH-15-03-18163-700,1,1,1,3
SH-15-03-18185-537,0,0,0,0
SH-15-03-18490-265,1,0,0,1
SH-15-03-1912-248,1,0,0,1
SH-15-03-22744-951,0,1,1,2
SH-15-03-23015-205,1,0,1,2
SH-15-03-31175-830,1,0,1,2
SH-15-03-33429-408,1,1,1,3
SH-15-03-3720-805,1,0,1,2
SH-15-03-37420-922,1,0,1,2
SH-15-03-37634-481,1,1,0,2
SH-15-03-37694-736,1,0,1,2
SH-15-03-46577-994,1,0,0,1
SH-15-03-51810-791,1,0,1,2
SH-15-03-54468-722,1,1,1,3
SH-15-03-55163-209,1,1,1,3
SH-15-03-58928-558,1,0,1,2
SH-15-03-61231-44,1,0,0,1
SH-15-03-63025-820,1,1,1,3
SH-15-03-63740-498,1,0,0,1
SH-15-03-7419-104,1,0,0,1
SH-15-04-20647-239,1,0,1,2
SH-15-04-21020-983,1,0,0,1
SH-15-04-2121-186,1,1,1,3
SH-15-04-21459-877,0,0,0,0
SH-15-04-2147-588,1,0,0,1
SH-15-04-21679-950,1,1,1,3
SH-15-04-21938-205,1,0,0,1
SH-15-04-24068-762,1,0,0,1
SH-15-04-24073-654,1,0,0,1
SH-15-04-34334-630,1,0,1,2
SH-15-04-35647-935,1,0,0,1
SH-15-04-36431-748,1,1,1,3
SH-15-04-36599-852,1,0,1,2
SH-15-04-37287-518,1,0,0,1
SH-15-04-37546-476,1,1,1,3
SH-15-04-39274-161,1,1,1,3
SH-15-04-48512-662,1,1,1,3
SH-15-04-48788-748,1,1,1,3
SH-15-04-8268-465,0,0,0,0
SH-15-04-9370-798,1,1,1,3
SH-15-05-1276-44,1,1,1,3
SH-15-05-13336-101,1,1,1,3
SH-15-05-138-111,1,0,0,1
SH-15-05-16825-840,1,1,1,3
SH-15-05-17822-126,1,1,1,3
SH-15-05-18276-586,0,1,1,2
SH-15-05-1882-34,1,0,0,1
SH-15-05-21721-96,1,1,1,3
SH-15-05-22286-804,1,0,0,1
SH-15-05-28136-478,1,0,0,1
SH-15-05-35202-739,1,1,1,3
SH-15-05-37825-186,1,1,1,3
SH-15-05-3859-275,1,1,1,3
SH-15-05-39019-314,1,1,1,3
SH-15-05-39308-394,1,1,1,3
SH-15-05-41186-993,1,0,1,2
SH-15-05-41828-762,1,0,0,1
SH-15-05-42176-267,1,1,1,3
SH-15-05-48352-712,1,1,1,3
SH-15-05-54205-741,1,1,1,3
SH-15-05-55475-408,1,0,0,1
SH-15-06-17342-928,1,0,0,1
SH-15-06-17369-515,1,1,1,3
SH-15-06-19827-471,1,1,1,3
SH-15-06-22211-504,1,1,1,3
SH-15-06-22215-403,1,0,0,1
SH-15-06-31800-808,1,0,0,1
SH-15-06-45838-963,1,0,0,1
SH-15-06-46051-422,0,0,0,0
SH-15-06-47378-594,1,1,1,3
SH-15-06-47941-297,1,1,1,3
SH-15-06-5033-560,1,0,0,1
SH-15-06-51986-719,1,0,0,1
SH-15-06-52031-844,1,0,0,1
SH-15-06-53952-9,1,1,1,3
SH-15-06-54421-417,1,1,1,3
SH-15-06-56842-326,1,1,1,3
SH-15-06-58298-471,1,0,0,1
SH-15-06-61370-994,1,0,1,2
SH-15-06-7906-173,1,0,0,1
SH-15-07-1581-113,1,0,0,1
SH-15-07-17659-964,1,1,1,3
SH-15-07-21672-354,1,1,1,3
SH-15-07-2217-754,1,1,1,3
SH-15-07-31628-875,0,1,1,2
SH-15-07-34712-948,1,0,0,1
SH-15-07-34737-584,1,0,0,1
SH-15-07-34829-337,1,0,1,2
SH-15-07-3675-847,1,1,1,3
SH-15-07-3688-551,1,1,1,3
SH-15-07-37364-596,1,1,1,3
SH-15-07-41328-496,1,1,1,3
SH-15-07-42333-242,1,1,1,3
SH-15-07-4258-749,1,1,1,3
SH-15-07-45267-116,1,0,0,1
SH-15-07-46321-427,1,1,1,3
SH-15-07-46741-610,1,1,1,3
SH-15-07-47319-496,1,0,1,2
SH-15-07-48197-917,1,0,1,2
SH-15-07-48247-310,1,1,1,3
SH-15-07-48527-36,1,0,1,2
SH-15-07-49027-415,0,0,0,0
SH-15-07-50219-242,1,0,1,2
SH-15-07-50664-326,1,1,1,3
SH-15-07-51040-750,1,1,1,3
SH-15-07-53854-452,1,0,0,1
SH-15-07-54873-407,1,1,1,3
SH-15-07-57133-861,1,0,0,1
SH-15-07-59503-858,1,1,1,3
SH-15-07-59572-703,1,1,1,3
SH-15-07-59602-378,1,1,1,3
SH-15-07-6660-374,0,1,1,2
SH-15-08-12819-991,0,0,0,0
SH-15-08-13065-341,1,0,1,2
SH-15-08-13793-431,1,1,1,3
SH-15-08-14061-743,1,0,0,1
SH-15-08-1968-233,1,1,1,3
SH-15-08-19770-608,1,0,0,1
SH-15-08-2047-808,1,1,1,3
SH-15-08-2077-927,1,0,0,1
SH-15-08-2232-540,1,1,1,3
SH-15-08-25603-825,1,0,0,1
SH-15-08-2660-950,1,0,0,1
SH-15-08-29090-317,1,1,1,3
SH-15-08-29832-472,1,0,1,2
SH-15-08-31284-502,1,0,0,1
SH-15-08-33932-994,1,1,1,3
SH-15-08-36067-537,1,0,0,1
SH-15-08-36449-193,1,0,0,1
SH-15-08-40810-499,1,0,1,2
SH-15-08-46173-167,1,1,1,3
SH-15-08-46401-774,1,0,0,1
SH-15-08-47209-813,1,0,1,2
SH-15-08-49156-503,1,1,1,3
SH-15-08-49401-991,1,1,1,3
SH-15-08-51036-5,1,1,1,3
SH-15-08-53375-451,1,0,1,2
SH-15-09-11615-905,1,0,0,1
SH-15-09-17610-628,1,0,1,2
SH-15-09-1878-87,1,0,0,1
SH-15-09-21712-921,1,1,1,3
SH-15-09-32354-349,1,0,1,2
SH-15-09-37628-689,1,0,0,1
SH-15-09-41189-948,1,1,1,3
SH-15-09-43195-318,1,1,1,3
SH-15-09-44220-560,0,1,1,2
SH-15-09-4640-663,1,0,0,1
SH-15-09-4788-789,1,1,1,3
SH-15-10-14046-75,1,1,1,3
SH-15-10-23038-762,0,1,1,2
SH-15-10-27085-608,1,1,1,3
SH-15-10-29523-760,1,0,0,1
SH-15-10-31909-637,1,1,1,3
SH-15-10-33835-644,1,1,1,3
SH-15-10-33947-41,1,1,1,3
SH-15-10-35202-601,1,1,1,3
SH-15-10-37259-800,1,1,1,3
SH-15-10-43808-200,1,0,0,1
SH-15-10-44977-932,1,1,1,3
SH-15-10-57680-656,1,1,1,3
SH-15-10-6440-911,1,0,0,1
SH-15-10-6929-647,1,1,1,3
SH-15-10-8468-99,1,1,1,3
SH-15-10-9182-254,1,1,1,3
SH-15-11-15390-197,0,1,1,2
SH-15-11-19591-750,1,1,1,3
SH-15-11-20469-746,1,1,1,3
SH-15-11-23419-268,1,0,0,1
SH-15-11-25474-754,1,1,1,3
SH-15-11-2730-840,1,1,1,3
SH-15-11-27851-762,1,0,0,1
SH-15-11-28241-978,1,1,1,3
SH-15-11-28270-673,1,1,1,3
SH-15-11-28288-86,1,1,1,3
SH-15-11-32055-981,1,0,1,2
SH-15-11-34445-528,0,1,1,2
SH-15-11-36709-443,1,1,1,3
SH-15-11-36827-604,1,1,1,3
SH-15-11-44091-66,1,1,1,3
SH-15-11-48745-743,1,1,1,3
SH-15-11-50774-39,1,1,1,3
SH-15-11-54499-977,1,1,1,3
SH-15-11-57599-206,1,1,1,3
SH-15-11-61861-885,0,1,1,2
SH-15-11-65260-470,1,0,0,1
SH-15-11-66150-932,1,1,1,3
SH-15-11-8929-536,1,0,0,1
SH-15-11-9437-33,1,0,0,1
SH-15-12-12296-753,1,0,0,1
SH-15-12-16591-715,1,1,1,3
SH-15-12-1681-648,0,1,1,2
SH-15-12-17268-874,1,1,1,3
SH-15-12-22426-678,1,0,1,2
SH-15-12-28087-168,1,0,1,2
SH-15-12-31394-365,0,1,1,2
SH-15-12-32933-514,1,0,1,2
SH-15-12-36120-894,1,1,1,3
SH-15-12-36187-185,1,1,1,3
SH-15-12-36220-432,1,1,1,3
SH-15-12-36395-924,0,0,0,0
SH-15-12-37111-545,1,1,1,3
SH-15-12-37533-621,1,1,1,3
SH-15-12-39075-328,1,0,1,2
SH-15-12-39214-563,1,1,1,3
SH-15-12-39312-512,1,1,1,3
SH-15-12-44250-269,1,1,1,3
SH-15-12-46460-790,1,1,1,3
SH-15-12-47400-411,1,1,1,3
SH-15-12-50988-36,1,1,1,3
SH-15-12-54942-298,1,0,1,2
SH-15-12-55104-887,0,0,0,0
SH-15-12-56479-714,1,1,1,3
SH-15-12-61273-524,1,1,1,3
SH-15-12-62524-508,1,1,1,3
SH-16-01-15172-838,1,0,1,2
SH-16-01-15277-783,1,1,1,3
SH-16-01-19218-706,1,1,1,3
SH-16-01-1925-457,1,1,1,3
SH-16-01-33382-930,1,1,1,3
SH-16-01-40770-163,1,1,1,3
SH-16-01-41803-841,1,0,0,1
SH-16-01-47067-671,1,0,1,2
SH-16-01-55701-320,1,0,1,2
SH-16-01-59258-64,1,0,1,2
SH-16-01-59503-650,1,0,0,1
SH-16-01-59836-759,1,0,0,1
SH-16-02-1838-374,1,1,1,3
SH-16-02-37002-809,1,1,1,3
SH-16-02-37953-478,1,1,1,3
SH-16-02-38615-84,1,0,0,1
SH-16-02-39397-663,1,1,1,3
SH-16-02-40677-676,1,1,1,3
SH-16-02-40683-837,1,0,0,1
SH-16-02-4370-170,1,1,1,3
SH-16-02-4407-363,1,0,0,1
SH-16-02-44642-88,1,0,0,1
SH-16-02-53788-110,0,0,1,1
SH-16-02-54487-731,1,1,1,3
SH-16-02-54771-301,0,0,1,1
SH-16-02-54841-405,1,1,1,3
SH-16-02-56714-770,1,1,1,3
SH-16-02-5726-273,1,1,1,3
SH-16-03-10580-621,1,0,0,1
SH-16-03-1509-405,1,1,1,3
SH-16-03-19975-165,1,0,0,1
SH-16-03-20940-832,0,1,1,2
SH-16-03-23459-894,1,1,1,3
SH-16-03-24215-688,0,0,1,1
SH-16-03-27917-920,1,0,1,2
SH-16-03-29068-388,1,1,1,3
SH-16-03-29279-329,1,1,1,3
SH-16-03-29533-192,1,1,1,3
SH-16-03-36414-557,1,1,1,3
SH-16-03-39923-589,1,0,0,1
SH-16-03-41272-769,1,1,1,3
SH-16-03-43515-924,1,1,1,3
SH-16-03-48718-927,0,0,0,0
SH-16-03-52676-107,1,0,0,1
SH-16-03-53049-35,1,1,1,3
SH-16-03-53890-845,1,0,0,1
SH-16-03-58723-603,0,1,1,2
SH-16-03-6132-117,0,1,1,2
SH-16-03-61380-705,0,1,1,2
SH-16-03-6318-705,1,0,1,2
