part_number,verdict,text,part,predicted_category
26,ME-18-01-22537-277,"בת""פ (מח' מרכז) 620-01-17 מדינת ישראל נ' גיולה (26.4.18), הורשע הנאשם על פי הודאתו בעבירה של ייבוא סם מסוכן. הנאשם ייבא לישראל במזוודה סם מסוג קוקאין במשקל של 4.92 ק""ג. בית המשפט קבע מתחם עונש הנע בין 4.5 ל-7.5 שנות מאסר בפועל והשית על הנאשם, בעל עבר פלילי, עונש של 5.5 שנות מאסר בפועל.",דיון - קביעת מתחם העונש ההולם,דיון והכרעה
27,ME-18-01-22537-277,"בת""פ (מח' מר') 737-10-13 מדינת ישראל נ' Lopez (6.11.14), הורשע נאשם על פי הודאתו בעבירה של ייבוא סם מסוכן. הנאשם טס ארצה כשבתוך מזוודתו מוטמנים סמים מסוג קוקאין במשקל כולל של 3.47 ק""ג. נקבע מתחם שבין 5 ל-7.5 שנות מאסר בפועל. הנאשם אזרח זר כבן 64 שמצבו הבריאותי רופף. נידון ל-5 שנות מאסר בפועל.",דיון - קביעת מתחם העונש ההולם,דיון והכרעה
28,ME-18-01-22537-277,"בת""פ (מח' מר') מדינת ישראל נ' ואזנה (16.10.17) הורשע נאשם על-פי הודאתו בעבירה של יבוא סם. הנאשם הביא לישראל במזוודה סם מסוג קוקאין במשקל של 6.1 ק""ג. נקבע מתחם שבין 4.5 ל-7.5 שנות מאסר, והנאשם בעל עבר שאינו מכביד, נדון ל-57 חודשי מאסר בפועל.",דיון - קביעת מתחם העונש ההולם,דיון והכרעה
29,ME-18-01-22537-277,"בת""פ (מח' מר') 22433-05-18 מדינת ישראל נ' קליין (31.12.19), הורשע נאשם על פי הודאתו בעבירות של יבוא סם מסוכן והחזקת סם לצריכה עצמית. הנאשם הביא לישראל מזוודה שהכילה 4 ליטר סם מסוג קוקאין במצב נוזלי. נקבע מתחם שבין 45 חודשי ועד 75 חודשי מאסר בפועל. הנאשם נדון ל-45 חודשי מאסר בפועל.",דיון - קביעת מתחם העונש ההולם,דיון והכרעה
30,ME-18-01-22537-277,"בת""פ (מח' ת""א) 33745-01-13 מדינת ישראל נ' דסונה (28.10.13), הורשעה הנאשמת, אזרחית ברזיל, בעבירות של קשירת קשר לביצוע פשע, יבוא סמים והחזקת סמים שלא לשימוש עצמי. הנאשמת שימשה כבלדרית וייבא 4 ק""ג סם מסוג קוקאין במזוודתה. הנאשמת אם לארבעה ילדים שחיים בארץ מוצאה בעוני קשה. נידונה ל- 3.5 שנות מאסר בפועל.",דיון - קביעת מתחם העונש ההולם,דיון והכרעה
31,ME-18-01-22537-277,"בת""פ (מח' מר') 4435-11-17 מדינת ישראל נ' טנזי (20.5.20), הורשע נאשם 2 על פי הודאתו בעבירות של קשירת קשר לביצוע פשע וייבוא סם. הנאשם ואחר קשרו קשר לייבא סם. האחר רכש עבור הנאשם כרטיסי טיסה והנאשם ייבא לישראל במזוודה סם מסוג קוקאין במשקל של 5 ק""ג. בית המשפט קבע מתחם עונש הנע בין 4.5-7.5 שנות מאסר בפועל. הנאשם סיים טיפול בקהילה טיפולית ובהוסטל להמשך טיפול ונקבע שעבר תהליך טיפולי מעמיק ומקיף ושירות המבחן התרשם שעבר שינוי משמעותי בתחומי חייו השונים. בית המשפט החליט לחרוג ממתחם העונש משיקולי שיקום והשית על הנאשם עונש של 42 חודשי מאסר בפועל לצד ענישה נלווית.",דיון - קביעת מתחם העונש ההולם,דיון והכרעה
32,ME-18-01-22537-277,"בת""פ (מח' י-ם) 22022-07-18 מדינת ישראל נ' פורסט (20.5.20) הורשע הנאשם 2 על פי הודאתו בעבירה של יבוא סם. הנאשם ייבא לישראל, בתמורה כספית, 2.78 ק""ג סם מסוג קוקאין. בית המשפט קבע מתחם שבין 3.5 ל-7 שנות מאסר, וגזר על הנאשם 42 חודשי מאסר בפועל.",דיון - קביעת מתחם העונש ההולם,דיון והכרעה
33,ME-18-01-22537-277,"בהתאם לתיקון 113 לחוק העונשין (סעיף 40 יג'), אני קובע כי מתחם העונש ההולם הוא החל מ-4 ל-7 שנות מאסר בפועל.",דיון - קביעת מתחם העונש ההולם,דיון והכרעה
34,ME-18-01-22537-277,"כידוע, ניתן לחרוג לקולה ממתחם העונש ההולם משיקולי שיקום. ככלל, הפרמטרים המרכזיים אשר ממצביעים על סיכוי שיקום הם המוטיבציה שהפגין הנאשם להשתקם; הליך של גמילה מהתמכרות שהוא עובר; השתלבות מוצלחת בהליכים טיפוליים שונים; אינדיקציות לשינוי עמוק בהתנהגות ובדרך החשיבה; הבעת חרטה כנה על המעשים והפגנת אמפתיה כלפי נפגעי העבירה. בהקשר זה נקבע בפסיקה כי שילוב בין שינוי מהותי בהתייחסות הרגשית לאירוע העבירה המתבטא בנטילת אחריות, כפרה והבעת אמפתיה לנפגעי העבירה לבין אינדיקציות אובייקטיביות לקיומו של תהליך שיקומי-טיפולי מוצלח וחזרה לדרך הישר, עשויים להצביע על ""סיכוי של ממש לשיקום"" כלשונו של סעיף 40ד(א) לחוק. דברים אלה זוכים למשנה תוקף מקום בו מדובר באדם צעיר ונעדר עבר פלילי (ראו דברי כב' השופטת ד' ברק ארז בע""פ 6637/17 קרנדל נ' מדינת ישראל [18.4.18]).",חריגה ממתחם העונש,דיון והכרעה
35,ME-18-01-22537-277,"הנאשם שולב במסגרת הקהילה טיפולית ""הדרך"" ביום 4.6.18 וכשבועיים טרם סיום הטיפול בקהילה והמעבר לטיפול המשך בהוסטל הוחלט על הפסקת הטיפול בנאשם באופן מיידי וללא אפשרות להחזרתו לטיפול. זאת לאור התרשמות גורמי הטיפול בקהילה שהנאשם נוהג על פי דפוסים של הסתרה, מניפולטיביות, חוסר כנות ותועלתנות וכי השקעת המשאבים מצדו בטיפול היא בעיקרה לשם שיפור מצבו המשפטי ולא לשם עריכת שינוי ממשי בחייו. ניסיונות שנערכו בקהילה לשקף לנאשם את בחירותיו והתנהגותו נתקלו בעמדה מתגוננת וקושי בנטילת אחריות לדפוסיו הבעייתיים, כשהוא היה מנותק רגשית ונוקשה באופן שלא אפשר לו לערוך התבוננות פנימית יעילה על קשייו. מאז עזיבת הטיפול בחודש פברואר 19' ועד לחודש נובמבר 19' הנאשם לא פנה לקבלת טיפול במסגרת אחרת ושירות המבחן התרשם במפגש עמו שהוא מגלה מוטיבציה ראשונית להמשך טיפול המונעת מההליך המשפטי והחשש מגזר הדין ומתקשה לבחון השלכות התנהגות בעבירה וחומרתה, אף שהיה בשלב שלאחר טיפול ממושך.",חריגה ממתחם העונש,דיון והכרעה
36,ME-18-01-22537-277,"בחודש נובמבר 19' הנאשם פנה לטיפול ביחידה לטיפול בהתמכרויות באריאל ושירות המבחן מסר שהנאשם שולב בטיפול במסגרת היחידה, דווח על השתלבות בעבודות זמניות והשקעת כוחות בחיזוק הקשר עם בנו. הנאשם תאר שמצליח במסגרת הטיפול לשתף בקשייו באופן כן ובפתיחות וחש שרוכש מיומנויות להתמודדות במצבי סיכון. במהלך החודשים האחרונים על רקע מגבלות הקורונה, הקשר עם העו""ס המטפל ביחידה התקיים בהתאם למגבלות. טרם מגבלות הקורונה הגיע לכל המפגשים אליהם זומן ולאורך התקופה מסר בדיקות שתן נקיות מסמים. כמו כן הנאשם מסר שמשתתף בקבוצה לעזרה עצמית. בעדותו בבית המשפט העיד העו""ס המטפל ביחידה לטיפול בהתמכרויות, מר קובי בן נון, שהנאשם הגיע לטיפול ביוזמתו, עוסק בטיפול בתכנים מעולמו הפנימי, עובד על דפוסיו ובשונה מהעבר מצליח במתן אמון לגורמי הטיפול. כן צוין שהנאשם שולב בקבוצה בת 10 מפגשים. העו""ס העיד שהוא אינו מזהה מניפולטיביות בקשר הטיפולי, אלא כנות ואמון. שירות המבחן התרשם שהנאשם משקיע כוחות בשיקום חייו ומקפיד לשמר את השינוי שערך, והמליץ על הטלת צו מבחן למשך שנה. כן מסר שירות המבחן התרשמותו שריצוי עונש מאסר, אף בעבודות שירות, עלול להביא לנסיגה במצבו ולפיכך המליץ על הטלת צו של""צ ומאסר מותנה.",חריגה ממתחם העונש,דיון והכרעה
37,ME-18-01-22537-277,"מכל האמור עולה שמגיל צעיר הנאשם אשר נעדר מערכת משפחתית תומכת ומכוונת, החל לצרוך סמים, חבר לחברה שולית והיה מעורב בפלילים. לאורך השנים מצבו ההתמכרותי הדרדר אך הוא לא פנה לקבלת טיפול לשם שינוי במצבו. בעת הליך המעצר, הנאשם שולב בטיפול במסגרת הקהילה הטיפולית ""הדרך"", ואולם למרות שטופל במסגרת זו עד כמעט לסוף הטיפול בקהילה ולקראת המעבר להמשך טיפול בהוסטל, התרשמו גורמי הטיפול שהנאשם לא מצליח לעשות שימוש במיומנויות שהוקנו לו במסגרת הטיפול והוא מתנהל על פי דפוסים של הסתרה, מניפולטיביות וחוסר כנות, כשהמוטיבציה והכוחות שמשקיע בטיפול נובעים מרצונו להטיב את מצבו המשפטי. לפיכך הוחלט על סיום מיידי של הטיפול בו ללא אפשרות לשוב לטיפול. לא ניתן לקבל את הטענה שהטיפול בו הופסק בשל אירוע נקודתי של הבאת קפה לקהילה בניגוד לנהלים. בחודש נובמבר 19' הנאשם פנה לראשונה לטיפול לאחר עזיבת הקהילה הטיפולית. הגיע לכל המפגשים אליהם זומן עד להפסקת המפגשים בשל מגבלות הקורונה ומאז מתקיים קשר בין הנאשם לעו""ס באמצעים אלקטרונים. תואר שהנאשם מגלה אמון במטפל, משתף בכנות בעולמו הפנימי ומסר בדיקות שתן נקיות משרידי סם. שירות המבחן התרשם שהנאשם משקיע מאמצים בהליך שינוי ושיקום חייו, מגלה אחריות ויציבות בתפקידיו השונים ולשמר את השינוי החיובי שעורך בחייו, כשהוא נמנע מצריכת סמים ומביצוע עבירות נוספות.",חריגה ממתחם העונש,דיון והכרעה
38,ME-18-01-22537-277,"בנסיבות אלה נראה שהנאשם נמצא בשלב ראשוני בטיפול הנדרש לשם עריכת שינוי באורח חייו ההתמכרותי והשולי ובעמדותיו השוליות אשר מהווים להערכת שירות המבחן גורמי סיכון להישנות מעורבות בפלילים. סבורני שלא ניתן לקבוע שהנאשם השתקם, ובפרט לאור הערכת גורמי הטיפול בקהילה הטיפולית לאחר כמעט 9 חודשי טיפול אינטנסיבי על חוסר הצלחת הטיפול בנאשם. מובן שאין הכרח שההליך השיקומי יהיה במסגרת טיפולית סגורה וממושכת, אלא כל מקרה יש לבחון לפי נסיבותיו. הנאשם משקיע כיום כוחותיו בשיקום חייו, משתף פעולה באופן כן ופתוח עם העו""ס ביחידה לטיפול בהתמכרויות, שומר על ניקיונו מסמים זה תקופה ממושכת, משתתף בקבוצה לעזרה עצמית ובקבוצה בת עשרה מפגשים. בסיכומו של דבר, לא שוכנעתי כי מדובר בהליך שיקומי משמעותי אשר הוביל לשינוי עמוק בהתנהגות, בדרך החשיבה של הנאשם ולנטילת אחריות מלאה על מעשיו והכרה בחומרתם, באופן אשר יצדיקו חריגה משמעותית מהמתחם (ראו והשוו דברי כב' השופטת ד' ברק ארז בע""פ 6637/17 קרנדל נ' מדינת ישראל [18.4.18]), וככזה המצדיק הטלת עונש על פי שיקולי שיקומו של הנאשם בלבד. לפיכך, לא קיימת הצדקה לאמץ את המלצת שירות המבחן לעונש של של""צ ולהימנע מהטלת עונש מאסר בפועל לתקופה משמעותית. עם זאת, הואיל וקיים סיכוי של ממש שהנאשם ישתקם בעתיד, ולאור ההליך שעובר הנאשם ביחידה לטיפול בהתמכרויות, קיימת הצדקה לחריגה מסוימת לקולה מהרף התחתון של המתחם, ומבלי שיהיה בכך כדי לוותר על שיקול ההלימה (על אודות מקומו של שיקול השיקום ביחס לעקרון ההלימה בעבירות יבוא סמים, ראו ע""פ 671/19 אבוטבול נ' מדינת ישראל [7.10.19]).",חריגה ממתחם העונש,דיון והכרעה
39,ME-18-01-22537-277,"בגזירת העונש המתאים לנאשם, בגדרי מתחם העונש ההולם, יש להתחשב בנסיבות שאינן קשורות בביצוע העבירה. במסגרת זו מן הראוי לתת את הדעת לכך שהנאשם כבן 35, רווק ואב לילד בן 5 אשר לאחרונה הנאשם משקיע מאמצים לחיזוק הקשר עמו. מובן שעונש מאסר ממושך יקשה על הנאשם בהיותו במאסר ראשון מאחורי סורג ובריח, כמו גם על בנו הקטן בשל הריחוק הממושך מאביו עמו הקשר התחזק לאחרונה. הנאשם גדל במסגרת משפחתית בה היה חשוף לאלימות ולחוסר מענה לצרכיו הרגשיים, לתמיכה ולהכוונה, ומגיל צעיר החל לצרוך סמים ואלכוהול, חבר לחברה שולית והיה מעורב בפלילים. לאורך השנים התקשה לגלות יציבות בחייו והמשיך לצרוך חומרים פסיכו-אקטיביים ולקיים קשרים שוליים. נראה שלנסיבות חייו אלה ולדפוסי חשיבה והתנהגות שאימץ במהלך חייו, השפעה על ביצוע העבירה. הנאשם הודה בביצוע העבירה ושולב בטיפול לגמילה מסמים בקהילה טיפולית ואולם זמן קצר טרם סיום שלב הטיפול בקהילה, גורמי הטיפול החליטו להפסיק את הטיפול נוכח התרשמותם שהנאשם אינו מפיק תועלת מהטיפול וכי המוטיבציה שלו לטיפול מונעת מרצונו להטיב את מצבו המשפטי. בהמשך הנאשם שולב בטיפול במסגרת היחידה לטיפול בהתמכרויות באריאל, שיתף פעולה בטיפול, גילה פתיחות וכנות והשקיע כוחותיו בשיקום חייו ובעריכת שינוי. לנאשם עבר פלילי הכולל שלוש הרשעות בין השנים 2004-2010 בגין ביצוע עבירות סמים. ההרשעות התיישנו אולם לא נמחקו. בגין הרשעתו האחרונה נדון לעונש מאסר בעבודות שירות.",גזירת העונש המתאים לנאשם,דיון והכרעה
40,ME-18-01-22537-277,"בנוסף נתתי דעתי לחלוף הזמן מאז ביצוע העבירה שבוצעה בחודש דצמבר 17', וכן לתקופה הקרובה לחצי שנה שבה שהה הנאשם במעצר ולתקופה הממושכת בה שהה בתנאים מגבילים.",גזירת העונש המתאים לנאשם,דיון והכרעה
41,ME-18-01-22537-277,"עוד יש לתת את הדעת לשיקול הרתעת היחיד בגדרו של המתחם, וזאת בשים לב לכך שהנאשם נמצא בראשיתו של הליך טיפולי במצבו ההתמכרותי ולהתרשמות שירות המבחן מעמדותיו השוליות, קשייו לבחון את השלכות וחומרת מעשיו בעבירה, החשיפה לעבריינות מגיל צעיר והתמכרותו לחומרים. כמו כן היעדר השפעה ממתנת ומרתיעה של סנקציות משפטיות קודמות שהוטלו עליו ובכללן עונש מאסר בעבודות שירות, אשר לא מנעו ממנו לבצע את העבירות דנן.",גזירת העונש המתאים לנאשם,דיון והכרעה
42,ME-18-01-22537-277,"באיזון בין השיקולים השונים, סבורני כי יש לגזור על הנאשם עונש תוך חריגה קלה ממתחם העונש, לצד מאסר מותנה. נתתי דעתי להמלצתו של שירות המבחן להימנע מהטלת עונש מאסר בפועל, ואולם לאור המפורט לעיל, סבורני כי לא ניתן לאמץ המלצה זו. כמו כן, הואיל ומדובר בעבירה שבוצעה למטרה כלכלית, סבורני כי יש להשית על הנאשם אף קנס כספי מידתי, תוך התחשבות במצבו הכלכלי של הנאשם ובתקופת המאסר שמושתת עליו.",גזירת העונש המתאים לנאשם,דיון והכרעה
43,ME-18-01-22537-277,40 חודשי מאסר בפועל בניכוי ימי מעצרו מיום 19.12.17 עד 4.6.18.,"אשר על-כן, הנני גוזר על הנאשם את העונשים הבאים:",דיון והכרעה
44,ME-18-01-22537-277,"12 חודשי מאסר על תנאי, לבל יעבור הנאשם במשך 3 שנים מיום שחרורו ממאסר כל עבירת סמים מסוג פשע.","אשר על-כן, הנני גוזר על הנאשם את העונשים הבאים:",דיון והכרעה
45,ME-18-01-22537-277,"קנס כספי בסך של 10,000 ₪ או 100 ימי מאסר תמורתו.","אשר על-כן, הנני גוזר על הנאשם את העונשים הבאים:",דיון והכרעה
46,ME-18-01-22537-277,"הקנס ישולם ב-10 תשלומים חודשיים שווים ורצופים, שהראשון שבהם ביום 1.6.21. אם לא ישולם תשלום כלשהו במועדו, תעמוד היתרה לפירעון מיידי.","אשר על-כן, הנני גוזר על הנאשם את העונשים הבאים:",דיון והכרעה
47,ME-18-01-22537-277,"הנאשם יתייצב לריצוי מאסרו בבית הסוהר הדרים ביום 13.12.20 עד השעה 10:00, כשברשותו תעודת זהות או דרכון וגזר הדין. על הנאשם לתאם את הכניסה למאסר, כולל האפשרות למיון מוקדם, עם ענף אבחון ומיון של שב""ס, טלפון: 08-9787377, 08-9787336.","אשר על-כן, הנני גוזר על הנאשם את העונשים הבאים:",מידע אחר
