part_number,verdict,text,part,predicted_category
43,ME-16-06-50916-362,"במסגרת בחינת הנסיבות שאינן קשורות בביצוע העבירות, כאמור בסעיף 40 י""א לחוק העונשין, אציין, בראש ובראשונה, את הודאת הנאשם בעובדות כתב האישום המתוקן, אשר חסכה הן את העדת העדים בתיק זה והן מזמנו היקר של בית המשפט. עוד אוסיף, לטובת הנאשם, את נסיבותיו האישיות, כפי שעולה מעיון בתסקיר שירות המבחן ומטיעוני ההגנה לעונש. כן יצוין כי הנאשם הביע בדיון בפניי צער על מעשיו ואישר, כאמור, כי טעה טעות חמורה. עם זאת, לחובת הנאשם, אציין כי הלה התקשה לבטא בפני שירות המבחן אמפתיה כלפי המתלונן (נאסר) וכן התקשה לקבל אחריות מלאה למעשיו ולהתחבר לבעייתיות הטמונה בהם. עוד עולה מהתסקיר כי הנאשם התמכר לסמים קשים וכי הוא פועל מתוך דפוסים עברייניים מושרשים. שירות המבחן העריך, כאמור, כי קיימת אצל הנאשם רמת סיכון גבוהה להישנות ביצוע עבירות דומות בעתיד שחומרתן רבה, ולפיכך נמנע מלבוא בהמלצה טיפולית בעניינו של הנאשם. זאת ועוד, גיליון המרשם הפלילי והתעבורתי של הנאשם מלמד, כי שלטון החוק אינו נר לרגליו של הנאשם. בעברו של הנאשם הרשעות קודמות במגוון רב של עבירות פליליות, שעיקרן עבירות רכוש וסמים, וכן במגוון עבירות תעבורה, לרבות הרשעות בעבירות של נהיגה ללא רישיון בתוקף ובעבירה של נהיגה בזמן פסילה. לא זו אף זו, מאסר על תנאי לתקופה של 4 חודשים שהושת על הנאשם בגין הרשעתו בעבירות של נהיגה בזמן פסילה וללא רישיון בתוקף, לא הרתיע את הנאשם מלשוב ולבצע את העבירות הנ""ל.",דיון והכרעה,דיון והכרעה
44,ME-16-06-50916-362,"לאחר ששקלתי, כאמור, את מכלול הנסיבות שאינן קשורות בביצוע העבירות שבפנינו, כמו גם את טיעוני ב""כ הצדדים, הנני בדעה כי מן הראוי להשית על הנאשם בתיק זה עונש של מאסר בפועל לתקופה של 32 חודשים, זאת תוך הפעלת המאסר המותנה הנ""ל במצטבר. בנוסף, יושתו על הנאשם מאסר מותנה ופסילה מלקבל או מלהחזיק רישיון נהיגה, הן בפועל והן על תנאי, וכן תופעל ההתחייבות הכספית בסכום של 3,000 ₪, עליה, כאמור, חתם הנאשם. בהינתן העובדה שהושת על הנאשם בתיק זה מאסר בפועל לתקופה ממושכת, ובתיתי את הדעת להפעלת ההתחייבות הכספית, כאמור, הנני מחליטה שלא להחליט על הנאשם קנס כספי.",דיון והכרעה,דיון והכרעה
45,ME-16-06-50916-362,"סיכומו של דבר, אני דנה את הנאשם כדלקמן:",דיון והכרעה,דיון והכרעה
46,ME-16-06-50916-362,למאסר בפועל לתקופה של 32 חודשים.,דיון והכרעה,דיון והכרעה
47,ME-16-06-50916-362,"הנני מורה בדבר הפעלת המאסר המותנה בן ה-4 חודשים, שהושת על הנאשם בתיק (תעבורה עכו) פל""א 57-09-13, זאת במצטבר לתקופת המאסר בפועל הנ""ל.",דיון והכרעה,דיון והכרעה
48,ME-16-06-50916-362,"סך הכל ירצה הנאשם מאסר בפועל לתקופה של 36 חודשים, בניכוי ימי מעצרו (מיום 13.06.16).",דיון והכרעה,דיון והכרעה
49,ME-16-06-50916-362,"למאסר על תנאי לתקופה של 15 חודשים למשך 3 שנים והתנאי הוא לבל יעבור הנאשם עבירה מסוג פשע לפי סעיף 144 לחוק העונשין, התשל""ז-1977 ויורשע בגינה.",דיון והכרעה,דיון והכרעה
50,ME-16-06-50916-362,"למאסר על תנאי לתקופה של 6 חודשים למשך 3 שנים והתנאי הוא לבל יעבור הנאשם עבירה מסוג עוון לפי סעיף 144 לחוק העונשין, התשל""ז-1977 ו/או עבירה לפי סעיף 192 לחוק הנ""ל ו/או סעיף 340 א' לחוק הנ""ל ו/או סעיף 338(א)(5) לחוק הנ""ל ו/או סעיף 67 לפקודת התעבורה [נוסח חדש] תשכ""א – 1961 ויורשע בגין אחת או יותר מהן.",דיון והכרעה,דיון והכרעה
51,ME-16-06-50916-362,"הנני מורה על פסילת הנאשם מלקבל או מלהחזיק רישיון נהיגה לתקופה של 24 חודשים, אשר תחל ביום שחרורו של הנאשם ממאסר.",דיון והכרעה,דיון והכרעה
52,ME-16-06-50916-362,"הנני מורה על פסילת הנאשם מלקבל או מלהחזיק רישיון נהיגה לתקופה של 6 חודשים, וזאת על תנאי למשך 3 שנים, והתנאי הוא כי הנאשם לא יעבור אחת מעבירות התעבורה בה הורשע בתיק זה  או עבירה לפי התוספת הראשונה או התוספת השנייה לפקודת התעבורה ויורשע בגין אחת או יותר מהן.",דיון והכרעה,דיון והכרעה
53,ME-16-06-50916-362,"הנני  מורה על הפעלת ההתחייבות הכספית בסכום של 3,000 ₪ עליה חתם הנאשם בתיק (תעבורה עכו) פל""א 57-09-13, זאת באופן שהנאשם יישא בתשלום הסכום הנ""ל, ב-10 תשלומים חודשיים, שווים ורצופים החל מיום 15.05.17 ואילך.",דיון והכרעה,דיון והכרעה
54,ME-16-06-50916-362,"בשולי גזר הדין, ונוכח האמור בתסקיר שירות המבחן, מובאת בזה המלצתי לשב""ס לבחון את אפשרות שילובו של הנאשם בתכנית טיפולית בין כותלי בית הסוהר.",דיון והכרעה,דיון והכרעה
55,ME-16-06-50916-362,המזכירות תמציא העתק מגזר הדין לשירות המבחן.,דיון והכרעה,מידע אחר
