part_number,verdict,text,part,predicted_category
67,ME-21-06-43085-219,"עיון במסמכי שב""ס, מתקופות שונות, מלמד, שלא מצוינת בהם כל מחלה נפשית או גופנית של הנאשם ושהנאשם הצהיר שאין לו ""עבר פסיכיאטרי"", הוא איננו סובל ממחלות קבועות ואינו צורך תרופות קבועות.",דיון והכרעה,דיון והכרעה
68,ME-21-06-43085-219,"במסמך מבית החולים ""סורוקה"" מיום 10.6.21, מתואר אירוע בו במהלך חקירת הנאשם במשטרה הוא נשכב מהכסא והיה ללא תגובה למספר דקות, ומצוין שאירוע דומה התרחש כשהנאשם היה בחדר המיון – שחלף מיידית. הנאשם נבדק ושוחרר מבלי שנמצא ממצא מיוחד, נוירולוגי או אחר.",דיון והכרעה,דיון והכרעה
69,ME-21-06-43085-219,"ובאישור כללי מקופת חולים מאוחדת, מיולי 2021, צוין בנוגע לנאשם ש""ידוע על אירועים של פרכוס מילדות, ככל הנראה על רקע אפילפסיה. מקבל טיפול כרוני בדפאליפט. לא מגיע למעקב רפואי באופן קבוע עקב בעיות סוציואקונומיות קשות במשפחה. רוכש את התרופות לעתים רחוקות"". אין במסמכים שהנאשם הציג כל אישור על כך שהנאשם מאובחן כחולה אפילפסיה או שהוא זקוק לטיפול באפילפסיה. והוא עצמו טען בשירות המבחן שלאחר מות אביו החלו אצלו פרכוסים שבעטיים הוא קיבל טיפול פסיכיאטרי, אשר נפסקו בעקבות טיפול אצל שייח. ולא טען לאפילפסיה מילדות או לקבלת טיפול לאפילפסיה.",דיון והכרעה,דיון והכרעה
70,ME-21-06-43085-219,בגזירת עונשו של הנאשם אני מביא בחשבון את גילו הצעיר של הנאשם; העובדה שאין לו עבר פלילי והוא שמר על יציבות תעסוקתית; הודאת הנאשם; נסיבותיו האישיות והמשפחתיות המורכבות; והעובדה שזהו מאסרו הראשון של הנאשם ומטבע הדברים הוא יגרום לפגיעה בנאשם ובמשפחתו.,דיון והכרעה,דיון והכרעה
71,ME-21-06-43085-219,"הנאשם ביצע את מעשיו בצהרי יום, במרחב הציבורי, מבלי להסתיר את עצמו, באופן המלמד על חוסר גבולות פנימי ועל אי מורא דין, המחייבים הרתעה אישית למניעת הישנות מעשים דומים.",דיון והכרעה,דיון והכרעה
72,ME-21-06-43085-219,"תופעת השימוש בנשק חם במסגרת סכסוכים, רווחת מאוד, במיוחד במגזר הבדואי. וסכנותיה לשלום הציבור מחייבות הטלת ענישה שיהיה בה כדי להרתיע את הציבור מפני ביצוע עבירות נשק.",דיון והכרעה,דיון והכרעה
73,ME-21-06-43085-219,"בהתחשב בכל האמור, אני גוזר על הנאשם את  העונשים הבאים:",דיון והכרעה,דיון והכרעה
74,ME-21-06-43085-219,"א.	5 שנות מאסר בפועל, בניכוי ימי מעצרו.",דיון והכרעה,דיון והכרעה
75,ME-21-06-43085-219,12 חודשי מאסר על תנאי למשך שלוש שנים מיום שחרורו מהמאסר שלא יעבור עבירת נשק המסווגת כפשע.,דיון והכרעה,דיון והכרעה
76,ME-21-06-43085-219,פסילת רישיון נהיגה למשך שנה מיום שחרורו מהמאסר.,דיון והכרעה,דיון והכרעה
77,ME-21-06-43085-219,"פיצוי בסך 5,000 ₪ למר עאמר אבו עראר.",דיון והכרעה,דיון והכרעה
78,ME-21-06-43085-219,"תשומת לב שב""ס להמלצת שירות המבחן לבחינת מצבו וצרכיו של הנאשם בתחום בריאות הנפש.",דיון והכרעה,דיון והכרעה
