part_number,verdict,text,part,predicted_category
98,SH-24-01-26596-264,"לחובת הנאשם, הרשעה קודמת בגין מספר עבירות רכוש כלפי רכבים וכן עבירות של מרמה והונאה, בגינה ריצה עונש מאסר בן ששה חודשים.",קביעת הענישה הספציפית ,דיון והכרעה
99,SH-24-01-26596-264,באלו יש ללמד על יחסו של הנאשם לחוק ועל כך שלא היה במאסר שהוטל עליו כדי להניא אותו מלעבור שוב על החוק ולגרום לו לנהל אורח חיים נורמטיבי.,קביעת הענישה הספציפית ,דיון והכרעה
100,SH-24-01-26596-264,"לזכות הנאשם, תלקחנה הודאתו באשמה ונטילת האחריות מצדו.",קביעת הענישה הספציפית ,דיון והכרעה
101,SH-24-01-26596-264,"במכלול השיקולים, נוטה הכף לקביעת העונש בשליש התחתון של מתחם הענישה, אך לא בתחתית המתחם.",קביעת הענישה הספציפית ,דיון והכרעה
102,SH-24-01-26596-264,"בצד עונש המאסר, יושתו עונשים נוספים בדמות מאסר על תנאי, פסילת רישיון נהיגה בפועל ועל תנאי, קנס משמעותי, וחילוט הכסף שנתפס על הנאשם.",קביעת הענישה הספציפית ,דיון והכרעה
103,SH-24-01-26596-264,"בכל הנוגע לעיצומים הכספיים, עבירות סמים, בבסיסן, נעברות מתוך מניע של רווח כלכלי, זאת על חשבון שלום הציבור ובריאותו.",קביעת הענישה הספציפית ,דיון והכרעה
104,SH-24-01-26596-264,"כאמור לעיל, המדובר בעבירות, בעטיין מתגלגלים סכומים גדולים של כספים בלתי מדווחים, המוצאים דרכם למימון פעילות עבריינית מסוגים שונים.",קביעת הענישה הספציפית ,דיון והכרעה
105,SH-24-01-26596-264,"הנאשם סחר בסמים בתמורת סכומי כסף בלתי מבוטלים, והחזיק ברכבו בכמות סמים בעלת שווי רב. לאור האמור, ולאור המניע הכלכלי שבעבירות הסמים, יש הצדקה להשתת עיצום כספי משמעותי, ומצדיקה את חילוט הכסף שנתפס על הנאשם, אשר לגביו הוצגה הסכמת באי כוח הצדדים.",קביעת הענישה הספציפית ,דיון והכרעה
106,SH-24-01-26596-264,"אשר לרכיב פסילת רישיון הנהיגה, מתוקף סמכותו של בית המשפט, בהתאם להוראות סעיף 37א(א) לפקודת הסמים המסוכנים [נוסח חדש], תשל""ג – 1973 וכן סעיף 43 לפקודת התעבורה [נוסח חדש], תשכ""א – 1961, מוצא בית המשפט להורות על פסילת רישיון הנהיגה של הנאשם, בפועל ועל תנאי, שהרי נהג הנאשם ברכבו על מנת להוביל את הסמים המסוכנים בעסקאות הסחר שביצע, ואף החזיק סמים ברכבו (הגם שלא יוחסה לו עבירה של הסתייעות ברכב לעבור עבירה, הרי שמדובר בעובדות בהן הודה הנאשם). עובדה זו היתה עשויה גם להצדיק את חילוט הרכב, אך משלא עתרה התביעה לרכיב ענישה זה במסגרת פרשת העונש, ואף לא בסיפא לכתב האישום, לא יחמיר בית המשפט מעבר לעמדת התביעה.",קביעת הענישה הספציפית ,דיון והכרעה
107,SH-24-01-26596-264,לאחר שבית המשפט שמע טיעוני הצדדים על פה; עיין בראיות לעונש; עיין בפסיקה שהוגשה; שמע דברו האחרון של הנאשם; גוזר על הנאשם את העונשים כדלקמן:,סיכום,דיון והכרעה
108,SH-24-01-26596-264,"24 חודשי מאסר בפועל, בניכוי ימי מעצרו בהתאם לרישומי שב""ס;",סיכום,דיון והכרעה
109,SH-24-01-26596-264,"12 חודשים מאסר על תנאי למשך 3 שנים מיום שחרורו של הנאשם ממאסר, והתנאי – שהנאשם לא יעבור עבירה בניגוד לפקודת הסמים המסוכנים [נוסח חדש], תשל""ג – 1973, או עבירה בניגוד לחוק המאבק בתופעת השימוש בחומרים מסכנים, תשע""ג – 2013, שהיא מסוג פשע;",סיכום,דיון והכרעה
110,SH-24-01-26596-264,"6 חודשים מאסר על תנאי למשך 3 שנים מיום שחרורו של הנאשם ממאסר, והתנאי – שהנאשם לא יעבור עבירה בניגוד לפקודת הסמים המסוכנים [נוסח חדש], תשל""ג – 1973, או עבירה בניגוד לחוק המאבק בתופעת השימוש בחומרים מסכנים, תשע""ג – 2013, שהיא מסוג עוון;",סיכום,דיון והכרעה
111,SH-24-01-26596-264,"4 חודשים מאסר על תנאי למשך 3 שנים מיום שחרורו של הנאשם ממאסרו, והתנאי – שהנאשם לא יעבור עבירה בניגוד לפקודת התעבורה [נוסח חדש], תשכ""א – 1961, סעיף 43;",סיכום,דיון והכרעה
112,SH-24-01-26596-264,"קנס בסך 15,000 ₪ או 95 ימי מאסר תמורתו. הקנס ישולם ב - 15 תשלומים שווים החל מיום 15.08.24 ובכל 15 לחודש העוקב. לא יעמוד הנאשם באחד התשלומים במועד – תעמוד היתרה לפירעון מידי;",סיכום,דיון והכרעה
113,SH-24-01-26596-264,"חילוט סך בן 600 ₪. בהתאם להסכמת הצדדים, יועבר הכסף לטובת קרן החילוט למאבק בסמים;",סיכום,דיון והכרעה
114,SH-24-01-26596-264,"פסילה בפועל מקבל או מהחזיק רישיון נהיגה לרכב מנועי למשך שנה. על הנאשם להפקיד רשיונו, או תצהיר מתאים, במזכירות בית המשפט, עד ליום העסקים הראשון שלאחר שחרורו ממאסר. מובהר לנאשם, כי החל ממועד זה – כל עוד לא הופקד הרישיון – יהיה הנאשם פסול מלנהוג, אך הפסילה לא תימנה;",סיכום,דיון והכרעה
115,SH-24-01-26596-264,"פסילה מקבל ומהחזיק רישיון נהיגה לרכב מנועי, בת מחצית השנה, על תנאי. תקופת התנאי - למשך 3 שנים מיום סיום הפסילה בפועל;",סיכום,דיון והכרעה
116,SH-24-01-26596-264,5129371השמדת הסמים המסוכנים - בחלוף תקופת הערעור.,סיכום,מידע אחר
