verdict,עובדות המקרה,טיעוני הצדדים,דיון והכרעה
ME-20-09-54719-807,1,1,1
ME-20-09-56739-859,1,1,1
ME-20-09-57267-672,1,1,0
ME-20-10-16752-673,1,1,1
ME-20-10-40536-520,1,1,1
ME-20-10-4088-113,1,1,1
ME-20-10-42051-55,1,0,1
ME-20-10-52099-93,1,0,1
ME-20-10-62452-275,1,1,1
ME-20-11-15842-317,0,0,1
ME-20-11-32227-362,1,1,1
ME-20-11-39675-821,1,0,0
ME-20-11-4102-109,1,1,1
ME-20-11-48598-342,1,1,1
ME-20-11-67454-625,1,1,1
ME-20-11-72146-895,1,1,1
ME-20-11-8333-812,1,1,1
ME-20-12-17766-27,1,1,0
ME-20-12-26565-44,1,1,1
ME-20-12-36371-487,1,1,1
ME-20-12-36505-697,1,1,1
ME-20-12-39727-349,1,1,1
ME-20-12-41762-388,1,1,1
ME-20-12-45339-485,1,1,1
ME-20-12-48905-446,0,0,1
ME-20-12-52077-379,1,1,1
ME-20-12-57272-823,1,1,1
ME-20-12-7467-371,1,1,1
ME-21-01-15387-154,1,1,1
ME-21-01-1802-486,1,1,1
ME-21-01-24822-639,1,1,1
ME-21-02-12411-787,1,1,1
ME-21-02-15815-11,1,1,1
ME-21-02-22526-917,1,1,1
ME-21-02-27625-919,0,0,1
ME-21-02-30327-149,0,1,1
ME-21-02-41600-13,0,0,1
ME-21-02-4325-132,1,1,1
ME-21-02-46379-193,1,1,1
ME-21-02-46604-513,1,1,1
ME-21-02-6153-656,1,1,1
ME-21-02-7109-329,1,1,1
ME-21-02-9264-706,1,1,1
ME-21-03-11739-196,1,1,1
ME-21-03-22029-255,0,1,1
ME-21-03-22094-158,1,0,0
ME-21-03-25639-86,1,1,1
ME-21-03-28744-835,1,1,1
ME-21-03-31811-922,1,1,1
ME-21-03-35431-44,0,1,1
ME-21-03-48057-538,1,1,1
ME-21-03-51088-55,1,1,1
ME-21-03-54132-688,0,1,1
ME-21-03-54230-484,1,1,1
ME-21-03-54338-22,1,1,1
ME-21-03-54460-987,0,1,1
ME-21-03-54852-541,1,1,1
ME-21-03-56762-976,1,1,1
ME-21-03-58852-44,1,1,1
ME-21-03-7053-594,0,1,1
ME-21-03-7089-466,0,0,0
ME-21-03-7196-220,0,1,1
ME-21-04-13177-670,0,0,1
ME-21-04-16161-65,0,1,1
ME-21-04-1956-508,1,1,1
ME-21-04-31822-60,0,1,1
ME-21-04-31842-520,1,1,1
ME-21-04-5683-658,1,1,1
ME-21-04-63328-834,1,1,1
ME-21-04-63360-996,1,1,1
ME-21-04-63773-448,0,1,1
ME-21-05-30706-496,1,1,1
ME-21-05-43271-43,1,1,1
ME-21-05-4531-704,1,1,1
ME-21-05-54337-602,0,1,1
ME-21-05-57283-435,1,1,1
ME-21-05-64119-375,1,1,1
ME-21-05-7279-649,1,1,1
ME-21-06-1178-496,1,1,1
ME-21-06-14284-569,1,1,1
ME-21-06-23542-959,1,1,1
ME-21-06-24361-657,1,1,1
ME-21-06-25853-92,1,1,1
ME-21-06-40118-647,1,1,1
ME-21-06-40250-580,1,1,1
ME-21-06-42581-291,1,1,1
ME-21-06-43085-219,1,1,1
ME-21-06-44351-994,1,1,1
ME-21-07-1715-302,1,1,1
ME-21-07-19759-213,1,1,1
ME-21-07-3045-641,1,0,0
ME-21-07-35397-408,1,0,0
ME-21-07-39587-22,1,1,1
ME-21-07-45561-511,1,1,1
ME-21-07-48978-826,1,1,1
ME-21-07-57526-989,1,1,1
ME-21-07-63185-208,1,1,1
ME-21-07-8416-707,1,1,1
ME-21-08-10205-88,1,1,1
ME-21-08-13164-305,1,1,1
ME-21-08-15133-739,1,1,1
ME-21-08-19610-976,1,1,1
ME-21-08-2108-757,0,1,1
ME-21-08-26036-779,1,1,1
ME-21-08-43597-961,1,1,1
ME-21-08-45083-912,1,1,1
ME-21-08-45994-522,1,1,1
ME-21-08-51296-921,1,1,1
ME-21-08-51607-44,1,1,1
ME-21-08-58773-302,1,1,1
ME-21-09-15135-10,1,1,1
ME-21-09-15710-436,1,1,1
ME-21-09-26549-553,1,1,1
ME-21-09-32882-729,1,1,1
ME-21-09-34694-743,0,1,1
ME-21-09-34737-497,1,1,1
ME-21-09-38368-241,1,1,1
ME-21-09-6574-895,1,1,1
ME-21-10-12466-44,1,1,1
ME-21-10-18039-734,1,1,1
ME-21-10-18557-340,1,1,1
ME-21-10-33945-332,1,1,1
ME-21-10-59067-288,1,1,1
ME-21-10-71333-899,1,1,1
ME-21-11-10552-103,1,1,1
ME-21-11-10650-879,1,1,1
ME-21-11-10713-895,1,1,1
ME-21-11-1136-648,1,1,1
ME-21-11-12615-874,1,1,1
ME-21-11-14411-44,1,1,1
ME-21-11-17137-270,1,1,1
ME-21-11-17776-835,1,1,1
ME-21-11-17856-44,1,1,1
ME-21-11-17865-369,1,1,1
ME-21-11-26210-55,1,0,1
ME-21-11-26567-571,0,1,1
ME-21-11-26985-819,1,0,1
ME-21-11-46250-237,1,1,1
ME-21-11-47348-327,1,1,1
ME-21-11-49021-274,1,1,1
ME-21-11-57001-770,1,1,1
ME-21-11-59488-113,1,1,1
ME-21-11-68096-235,1,1,1
ME-21-11-68529-67,1,1,1
ME-21-12-10875-125,1,1,1
ME-21-12-19130-903,1,1,1
ME-21-12-22417-797,1,1,1
ME-21-12-22709-312,1,1,1
ME-21-12-31935-960,1,1,1
ME-21-12-34630-209,1,1,1
ME-21-12-35473-735,1,1,1
ME-21-12-39520-759,0,1,1
ME-21-12-39792-427,1,0,1
ME-21-12-41830-648,1,1,1
ME-21-12-45456-480,1,0,1
ME-21-12-51471-829,1,1,1
ME-21-12-51971-601,1,1,1
ME-21-12-54202-788,1,1,1
ME-21-12-58027-577,1,1,1
ME-21-12-60429-844,1,1,1
ME-21-12-66893-657,1,1,1
ME-21-12-67356-126,1,1,1
ME-21-12-8868-67,1,1,1
ME-22-01-1631-461,1,1,1
ME-22-01-16521-377,1,1,1
ME-22-01-17033-293,0,1,1
ME-22-01-31216-50,0,1,1
ME-22-01-36202-827,1,1,1
ME-22-01-36287-106,0,1,1
ME-22-01-4031-528,1,1,1
ME-22-01-42106-936,1,1,1
ME-22-01-44620-940,1,1,1
ME-22-01-46929-821,1,1,1
ME-22-01-49203-848,1,1,1
ME-22-01-59796-481,1,1,1
ME-22-01-64303-683,0,1,1
ME-22-02-16753-780,1,1,1
ME-22-02-22971-201,1,1,1
ME-22-02-30617-958,1,1,1
ME-22-02-36704-228,1,1,1
ME-22-02-39831-984,1,1,1
ME-22-02-40056-387,1,1,1
ME-22-02-40082-144,1,1,1
ME-22-02-41952-138,0,1,1
ME-22-02-47276-431,1,1,1
ME-22-02-53431-44,1,1,1
ME-22-02-6875-898,1,1,1
ME-22-02-6961-323,0,1,1
ME-22-02-6968-902,1,1,1
ME-22-03-10438-44,1,1,1
ME-22-03-22588-666,1,1,1
ME-22-03-25624-24,1,1,1
ME-22-03-25631-339,1,1,1
ME-22-03-28844-460,1,1,1
ME-22-03-30003-679,1,1,1
ME-22-03-32883-128,1,1,1
ME-22-03-37780-703,1,0,1
ME-22-03-3951-902,1,1,1
ME-22-03-40823-402,1,1,1
ME-22-03-43581-366,1,1,1
ME-22-03-46930-359,1,1,1
ME-22-03-52188-502,1,1,1
ME-22-03-52964-443,1,1,1
ME-22-03-53699-44,1,1,1
ME-22-03-60765-22,1,1,1
ME-22-03-66385-129,1,1,1
ME-22-03-9910-65,0,1,1
ME-22-04-1294-857,1,1,1
ME-22-04-1390-345,1,1,1
ME-22-04-15802-560,1,1,1
ME-22-04-18421-535,0,1,1
ME-22-04-26478-536,1,1,1
ME-22-04-28787-400,1,1,1
ME-22-04-28845-335,1,1,1
ME-22-04-28991-89,1,1,1
ME-22-04-54444-17,1,1,1
ME-22-04-54514-682,1,1,1
ME-22-05-12028-96,1,1,1
ME-22-05-12401-128,1,1,1
ME-22-05-27544-102,1,1,1
ME-22-05-32410-317,1,0,0
ME-22-05-36111-889,1,1,1
ME-22-05-38609-858,1,1,1
ME-22-05-38883-101,0,1,1
ME-22-05-41754-494,1,1,1
ME-22-05-42197-44,1,1,1
ME-22-05-45025-929,1,0,1
ME-22-05-48621-756,1,1,1
ME-22-05-56860-323,1,1,1
ME-22-05-57000-108,1,1,1
ME-22-05-57020-493,1,1,1
ME-22-05-57177-26,1,1,1
ME-22-05-57219-969,1,1,1
ME-22-05-57687-556,1,1,1
ME-22-06-11734-876,1,1,1
ME-22-06-24044-77,1,1,1
ME-22-06-37104-340,1,1,1
ME-22-06-37900-586,1,1,1
ME-22-06-50487-582,1,1,1
ME-22-06-56328-131,1,1,1
ME-22-06-63303-277,1,1,1
ME-22-06-63995-262,1,1,1
ME-22-07-10374-446,1,1,1
ME-22-07-12606-792,1,1,1
ME-22-07-14976-97,1,0,1
ME-22-07-21924-475,1,1,1
ME-22-07-22913-85,1,1,1
ME-22-07-27619-234,1,1,1
ME-22-07-30966-95,1,1,1
ME-22-07-43742-563,1,1,1
ME-22-07-4612-939,1,1,1
ME-22-07-46737-806,1,1,1
ME-22-07-46916-795,1,1,1
ME-22-07-58626-200,1,1,1
ME-22-07-58774-774,1,1,1
ME-22-07-61841-720,1,1,1
ME-22-07-6985-453,1,1,1
ME-22-08-12743-983,1,1,1
ME-22-08-32320-437,1,1,1
ME-22-08-44169-108,1,1,1
ME-22-08-63305-242,1,1,1
ME-22-09-16760-95,0,0,1
ME-22-09-16779-428,1,1,1
ME-22-09-24257-671,1,1,1
ME-22-09-50626-437,1,1,1
ME-22-09-52789-72,1,1,1
ME-22-09-52848-509,1,1,1
ME-22-09-53339-217,0,1,1
ME-22-09-53377-210,0,0,1
ME-22-09-53633-825,1,1,1
ME-22-10-1588-784,1,1,1
ME-22-10-16020-86,1,1,1
ME-22-10-17573-3,1,1,1
ME-22-10-17655-56,1,1,1
ME-22-10-19302-540,0,1,1
ME-22-10-20068-902,1,1,1
ME-22-10-54664-335,0,1,1
ME-22-11-10037,1,1,1
ME-22-11-11443-804,1,1,1
ME-22-11-11898-812,1,1,1
ME-22-11-12341-44,1,1,1
ME-22-11-1716-487,0,1,1
ME-22-11-20644-726,1,1,1
ME-22-11-24758-835,1,1,1
ME-22-11-27986-197,1,1,1
ME-22-11-53954-99,1,1,1
ME-22-12-13312-976,1,1,1
ME-22-12-13995-264,1,1,1
ME-22-12-20615-248,1,1,1
ME-22-12-23071-684,1,1,1
ME-22-12-23328-355,1,1,1
ME-22-12-38886-473,1,0,1
ME-22-12-39723-597,1,1,1
ME-22-12-45226-349,1,1,1
ME-22-12-4734-851,1,1,1
ME-22-12-49734-573,1,1,1
ME-22-12-50477-202,1,1,1
ME-22-12-7311-502,1,1,1
ME-23-01-10174-522,1,1,1
ME-23-01-11167-264,1,1,1
ME-23-01-26702-919,1,1,1
ME-23-01-31821-142,1,1,1
ME-23-01-34669-386,1,1,1
ME-23-01-3537-521,1,1,1
ME-23-01-47450-742,1,1,1
ME-23-01-54202-838,1,1,1
ME-23-01-69261-71,1,1,1
ME-23-01-72283-15,1,1,1
ME-23-01-73275-925,1,1,1
ME-23-01-76750-599,1,1,1
ME-23-02-14375-187,1,1,1
ME-23-02-25009-86,1,1,1
ME-23-02-37919-561,1,1,1
ME-23-02-3910-114,1,1,1
ME-23-02-3952-994,1,1,1
ME-23-02-40519-759,1,1,1
ME-23-02-42613-155,1,1,1
ME-23-02-4347-932,1,1,1
ME-23-02-4353-897,1,1,1
ME-23-02-56677-485,1,1,1
ME-23-02-63355-226,1,1,1
ME-23-02-6462-513-5,1,1,1
ME-23-03-20387-947,1,1,1
ME-23-03-24819-391,1,1,1
ME-23-03-50709-230,1,1,1
ME-23-03-50998-340,1,1,1
ME-23-03-57854-908,1,0,0
ME-23-03-64156-901,1,1,0
ME-23-03-6514-865,1,0,1
ME-23-03-69777-130,1,1,1
ME-23-03-69797-205,1,1,1
ME-23-03-69852-606,0,0,1
ME-23-03-69925-179,1,1,1
ME-23-03-69933-149,0,1,1
ME-23-03-69941-101,1,1,1
ME-23-03-69945-159,1,1,1
ME-23-03-70373-426,1,1,1
ME-23-03-70404-419,1,1,1
ME-23-03-70450-339,1,1,1
ME-23-03-72185-591,1,1,1
ME-23-03-7676-42,0,1,1
ME-23-03-7774-256,0,1,1
ME-23-04-10838-735,1,1,1
ME-23-04-12158-504,1,1,1
ME-23-04-24634-234,0,1,1
ME-23-04-25131-556,0,1,1
ME-23-04-35434-584,1,1,1
ME-23-04-37966-34,1,1,1
ME-23-04-51199-709,1,1,1
ME-23-04-51209-75,1,1,1
ME-23-04-811-589,1,1,1
ME-23-04-8444-574,1,1,1
ME-23-04-8639-766,1,1,1
ME-23-05-16190-251,1,1,1
ME-23-05-18210-202,1,1,1
ME-23-05-22405-620,1,1,1
ME-23-05-24670-541,1,1,1
ME-23-05-29305-552,1,1,1
ME-23-05-32162-464,1,1,1
ME-23-05-32277-824,1,1,0
ME-23-05-39808-734,1,1,1
ME-23-05-61660-907,1,1,1
ME-23-05-63155-853,1,1,1
ME-23-05-65630-915,1,1,1
ME-23-05-76595-504,1,0,0
ME-23-06-1139-79,1,1,1
ME-23-06-1219-854,1,1,1
ME-23-06-18912-554,1,1,1
ME-23-06-24350-756,1,1,1
ME-23-06-26552-24,1,1,1
ME-23-06-37188-374,1,1,1
ME-23-06-37875-648,0,1,1
ME-23-06-43990-787,0,0,1
ME-23-06-8188-67,1,1,1
ME-23-06-9873-482,1,1,1
ME-23-07-18484-400,1,1,1
ME-23-07-27785-36,1,1,1
ME-23-07-29947-488,1,1,1
ME-23-07-33337-331,1,1,1
ME-23-07-36416-829,1,1,1
ME-23-07-40811-94,1,1,1
ME-23-07-56731-950,1,0,1
ME-23-07-61118-564,0,1,1
ME-23-07-61181-267,1,1,1
ME-23-07-71476-485,1,1,1
ME-23-08-12543-983,1,1,1
ME-23-08-31962-343,1,1,1
ME-23-08-44962-696,1,1,1
ME-23-08-59004-901,0,1,1
ME-23-08-64581-527,1,1,1
ME-23-08-67387-623,1,1,1
ME-23-08-7089-561,1,1,1
ME-23-08-7168-308,0,1,1
ME-23-08-9632-352,1,1,1
ME-23-09-27164-611,1,1,1
ME-23-09-32775-568,1,1,1
ME-23-09-35326,1,1,1
ME-23-09-46939-375,1,1,1
ME-23-09-48069-729,1,1,1
ME-23-09-48522-89,1,1,1
ME-23-09-50068-811,1,1,1
ME-23-09-51912-131,1,0,1
ME-23-09-59464-207,1,1,1
ME-23-10-10347-12,1,0,1
ME-23-10-10586-155,1,1,1
ME-23-10-11027-999,1,1,1
ME-23-10-15209-520,0,1,1
ME-23-10-2077-515,1,1,1
ME-23-10-23075-616,1,1,1
ME-23-10-30546-436,1,1,1
ME-23-10-31036-217,1,1,1
ME-23-10-31135-631,1,1,1
ME-23-10-33318-382,1,1,1
ME-23-10-36508-561,1,1,1
ME-23-10-3884-221,1,1,1
ME-23-10-41728-893,1,1,1
ME-23-10-48354-934,1,1,1
ME-23-10-51170-647,1,1,1
ME-23-10-52223-848,1,1,1
ME-23-10-52322-55,1,1,1
ME-23-10-6415-756,1,1,1
ME-23-10-6695-788,1,1,1
ME-23-10-7811-808,1,1,1
ME-23-11-11033-609,1,1,1
ME-23-11-1580-278,1,1,1
ME-23-11-15962-85,1,1,1
ME-23-11-22642-179,1,1,1
ME-23-11-25546-938,0,1,1
ME-23-11-26347-948,1,1,1
ME-23-11-31728-331,1,1,1
ME-23-11-35488-186,1,1,1
ME-23-11-38193-25,1,1,1
ME-23-11-400-309,1,1,1
ME-23-11-49344-615,1,1,1
ME-23-11-524-224,1,1,1
ME-23-11-6832-658,0,1,1
ME-23-11-7074-18,1,1,1
ME-23-12-17260-411,1,1,1
ME-23-12-26622-750,1,1,1
ME-23-12-27179-551,1,1,1
ME-23-12-33791-297,1,1,1
ME-23-12-3384-963,1,1,1
ME-23-12-38550-407,1,1,1
ME-23-12-44456-827,1,1,1
ME-23-12-4759-630,1,1,1
ME-23-12-48537-459,1,1,1
ME-24-01-10180-5,1,1,1
ME-24-01-10182-251,0,0,0
ME-24-01-10189-313,1,1,1
ME-24-01-16651-270,1,1,1
ME-24-01-17002-474,0,1,1
ME-24-01-46074-566,1,1,1
ME-24-01-49685-144,1,1,1
ME-24-01-6968-131,0,1,1
ME-24-02-20997-579,1,1,1
ME-24-02-24517-588,1,0,1
ME-24-02-5214-849,1,1,1
ME-24-02-53504-690,1,1,1
ME-24-02-59298-11,1,1,1
ME-24-02-59934-22,1,1,1
ME-24-02-63100-245,0,0,1
ME-24-02-978-121,1,1,1
ME-24-03-1410-122,1,1,1
ME-24-03-17125-889,1,1,1
ME-24-03-32308-131,1,1,1
ME-24-03-39708-568,0,1,1
ME-24-03-4459-13,1,1,1
ME-24-03-49845-952,1,1,1
ME-24-04-17378-177,0,1,1
ME-24-04-18410-263,1,1,1
ME-24-04-40602-91,1,1,1
ME-24-04-45769-545,1,1,1
ME-24-04-47452-475,1,1,1
ME-24-04-49405-698,0,1,1
ME-24-04-50686-694,1,0,1
ME-24-04-52041-677,1,1,1
ME-24-04-53521-627,1,1,1
ME-24-05-31270,1,1,1
ME-24-05-38471-291,1,1,1
ME-24-05-38624-666,1,1,1
ME-24-05-45098-160,1,1,1
ME-24-05-59003-179,1,1,1
ME-24-05-67437-198,1,1,1
ME-24-05-72237-948,1,1,1
ME-24-05-74569-511,1,1,1
ME-24-06-14070-33,1,1,1
ME-24-06-17997-56,1,1,1
ME-24-06-25922-915,1,1,1
ME-24-06-54640-267,1,1,1
ME-24-07-25075-651,1,1,1
ME-24-07-33385-491,1,0,1
ME-24-07-39362-618,1,1,1
ME-24-07-4029-675,1,1,1
ME-24-07-53871-130,1,1,1
ME-24-07-57404-594,1,1,1
ME-24-07-63489-783,1,1,1
ME-24-08-19269-131,1,1,1
ME-24-08-23416-173,1,1,1
ME-24-08-30744-935,1,1,1
ME-24-08-41832-717,1,1,1
ME-24-08-45008-591,1,1,1
ME-24-08-45138-802,1,0,1
ME-24-08-54568-525,1,1,1
ME-24-08-57972-704,1,1,1
ME-24-08-69734-533,1,1,1
ME-24-08-8151-980,1,1,1
ME-24-09-25870-55,1,1,1
ME-32-05-13-694,1,0,1
SH-09-03-3834-196,1,1,0
SH-09-08-6611-441,0,0,0
SH-09-1108-48,1,1,1
SH-09-4051-89,1,1,1
SH-10-10-32637-439,1,1,1
SH-11-03-26434-490,1,1,1
SH-11-05-24791-315,1,0,0
SH-11-06-16868-499,1,0,0
SH-11-09-35629-306,1,1,1
SH-11-12-35552-181,1,0,1
SH-11-12-4934-465,1,0,0
SH-12-01-15319-354,1,0,0
SH-12-02-28779-397,1,1,1
SH-12-02-29187-33,1,1,1
SH-12-03-1509-585,1,1,1
SH-12-03-44352-545,0,0,0
SH-12-05-28190-101,1,0,1
SH-12-06-48759-234,1,0,0
SH-12-07-2761-537,1,1,1
SH-12-07-45638-11,1,1,1
SH-12-07-47766-402,1,1,1
SH-12-07-52455-136,1,1,1
SH-12-08-14836-265,1,1,1
SH-12-12-25100-888,1,0,1
SH-12-12-48347-856,1,1,1
SH-12-12-51686-906,1,1,1
SH-12-535-399,1,1,1
SH-13-01-24322-943,1,0,1
SH-13-02-11906-476,1,0,1
SH-13-02-31239-607,1,0,0
SH-13-02-31982-960,1,1,1
SH-13-02-40469-264,1,0,1
SH-13-02-53489-231,1,1,1
SH-13-02-56119-514,1,1,1
SH-13-03-48597-363,0,0,0
SH-13-04-2884-187,1,1,1
SH-13-04-30805-735,1,0,0
SH-13-04-33402-391,0,1,1
SH-13-05-18833-435,1,1,1
SH-13-05-57270-285,1,1,1
SH-13-05-6431-629,0,1,1
SH-13-05-6602-111,1,0,1
SH-13-06-11197-268,0,1,1
SH-13-09-25854-356,1,1,1
SH-13-09-43765-44,1,1,1
SH-13-10-3424-530,1,0,1
SH-13-10-34677-998,1,0,0
SH-13-11-17618-701,1,0,1
SH-13-11-29772-956,1,1,1
SH-13-11-53603-559,1,1,1
SH-13-12-38303-868,0,0,1
SH-14-01-33342-236,1,1,1
SH-14-02-28659-762,1,0,1
SH-14-02-29898-83,1,1,1
SH-14-03-6532-311,1,1,1
SH-14-04-45610-894,1,0,0
SH-14-05-47022-475,1,1,1
SH-14-06-41285-849,0,1,1
SH-14-07-41873-542,1,1,1
SH-14-07-6494-646,1,1,1
SH-14-09-16047-974,1,1,1
SH-14-09-42836-284,0,1,1
SH-14-09-53860-963,1,1,1
SH-14-10-26182-455,1,1,1
SH-14-10-51301-387,1,0,0
SH-14-10-5787-541,1,1,1
SH-14-11-1795-280,1,1,1
SH-14-11-27128-777,1,0,1
SH-14-11-53692-836,0,0,0
SH-14-11-8987-965,1,1,1
SH-14-12-25823-240,0,1,1
SH-15-01-18600-452,1,0,1
SH-15-02-10816-529,0,1,0
SH-15-02-14547-905,1,1,1
SH-15-03-55163-209,1,1,1
SH-15-05-10216-459,1,0,0
SH-15-05-14020-709,1,1,1
SH-15-05-16825-840,1,1,1
SH-15-05-27780-859,1,1,1
SH-15-06-47941-297,0,1,1
SH-15-08-2047-808,1,1,1
SH-15-08-50406-657,0,0,1
SH-15-08-52557-367,1,1,1
SH-15-09-4788-789,1,1,1
SH-15-09-7166-359,0,1,1
SH-15-11-28486-40,1,1,1
SH-15-11-28892-148,1,1,1
SH-15-11-32606-595,1,0,0
SH-15-11-60581-881,1,1,1
SH-15-12-26525-887,1,0,1
SH-15-12-56479-714,1,1,1
SH-15-12-65958-120,1,1,1
SH-16-01-21459-8,1,1,1
SH-16-02-10948-419,1,1,1
SH-16-02-45798-44,1,0,1
SH-16-03-9687-957,1,1,1
SH-16-04-30406-325,1,1,1
SH-16-05-24302-1,1,1,1
SH-16-05-39837-44,0,1,1
SH-16-05-42991-439,1,1,1
SH-16-05-43338-62,1,1,1
SH-16-05-65259-634,1,0,0
SH-16-06-4248-682,1,1,1
SH-16-06-62685-106,1,1,1
SH-16-07-14385-600,1,0,1
SH-16-07-30570-639,1,0,0
SH-16-07-45965-119,1,1,1
SH-16-08-44380-642,1,1,1
SH-16-08-7996-293,1,1,1
SH-16-09-21813-588,1,1,1
SH-16-09-33552-535,1,1,1
SH-16-09-43228-415,1,1,1
SH-16-10-1516-912,1,1,1
SH-16-10-15567-78,0,1,1
SH-16-10-31377-967,1,1,1
SH-16-11-19417-55,0,1,1
SH-16-11-49772-358,1,1,1
SH-16-11-50630-508,1,1,1
SH-16-11-7544-55,1,1,1
SH-16-12-32560-784,1,1,1
SH-17-01-14398-292,1,0,1
SH-17-01-63505-530,1,1,1
SH-17-04-16157-286,0,1,1
SH-17-04-19242-11,1,1,1
SH-17-05-53098-788,1,1,1
SH-17-06-58413-231,0,1,1
SH-17-07-5085-448,0,1,1
SH-17-08-36369-960,1,1,1
SH-17-08-41967-826,1,1,1
SH-17-08-47445-166,1,1,1
SH-17-08-49376-22,1,1,1
SH-17-09-17948-578,1,1,1
SH-17-09-56792-122,0,1,1
SH-17-10-10556-234,1,0,1
SH-17-11-53539-235,1,1,1
SH-18-01-65912-742,1,1,1
SH-18-02-37091-230,0,0,1
SH-18-03-54732-316,1,1,1
SH-18-03-59369-8,1,1,1
SH-18-04-42995-11,1,1,1
SH-18-05-3497-424,1,1,1
SH-18-06-11098-353,1,1,1
SH-18-07-52337-770,1,1,1
SH-18-08-51474-558,1,0,1
SH-18-10-32787-345,1,1,1
SH-18-10-9569-47,1,1,1
SH-18-11-30285-5,1,1,1
SH-18-11-56900-989,0,1,1
SH-18-11-67029-667,1,1,1
SH-18-12-12540-718,1,1,1
SH-19-02-40076-89,1,0,1
SH-19-02-70231-614,1,0,1
SH-19-03-23707-142,1,1,1
SH-19-03-60226-989,1,1,1
SH-19-05-17916-779,1,1,1
SH-19-05-30216-170,0,1,1
SH-19-06-13478-741,1,0,1
SH-19-06-54418-132,1,1,1
SH-19-06-57202-504,1,0,1
SH-19-07-10096-278,1,1,1
SH-19-07-60805-168,1,1,1
SH-19-08-14786-63,1,1,1
SH-19-08-2724-919,1,1,1
SH-19-09-3538-243,1,0,1
SH-19-10-21029-90,1,1,1
SH-19-11-50716-323,1,1,1
SH-19-11-62177-221,1,1,1
SH-19-11-67580-619,1,1,1
SH-19-12-65378-605,1,0,1
SH-19-12-65577-650,1,1,1
SH-19-12-73989-712,1,1,1
SH-20-01-24420-442,1,1,1
SH-20-02-35543-227,1,1,1
SH-20-02-52091-995,1,1,1
SH-20-02-8254-790,0,1,1
SH-20-03-14044-704,1,1,1
SH-20-03-40634-194,1,1,1
SH-20-04-9384-807,1,1,1
SH-20-05-1158-959,1,1,1
SH-20-05-20307-509,1,0,1
SH-20-05-24000-101,0,1,1
SH-20-05-57707-592,1,1,1
SH-20-06-62062-22,1,1,1
SH-20-07-19410-451,1,0,1
SH-20-07-20154-824,1,1,1
SH-20-07-28173-840,1,1,1
SH-20-07-56355-274,1,1,1
SH-20-08-17057-984,0,1,1
SH-20-09-36608-298,1,0,1
SH-20-09-53043-925,1,0,1
SH-20-10-37282-946,1,1,1
SH-20-10-40983-517,1,0,1
SH-20-11-18957-855,1,1,1
SH-20-11-22297-616,1,1,1
SH-20-11-29052-592,1,1,1
SH-20-11-69110-662,1,0,1
SH-20-12-30350-550,1,0,1
SH-20-12-32907-786,1,1,1
SH-20-12-33420-11,1,1,1
SH-20-12-44229-600,1,1,1
SH-21-01-16541-529,1,1,1
SH-21-01-26164-883,1,1,1
SH-21-01-54807-866,1,1,1
SH-21-02-22024-55,1,0,0
SH-21-02-30560-7,1,1,1
SH-21-03-6852-607,1,1,1
SH-21-04-2144-659,1,1,1
SH-21-05-28730-950,1,1,1
SH-21-05-40079-883,1,1,1
SH-21-05-4658-170,1,1,1
SH-21-05-9211-343,1,1,1
SH-21-06-59911-311,1,0,1
SH-21-07-16638-33,1,1,1
SH-21-07-17701-647,1,1,1
SH-21-07-41041-619,1,1,1
SH-21-08-17536-22,0,1,1
SH-21-08-61820-550,1,1,1
SH-21-09-17337-849,1,0,1
SH-21-09-26547-957,1,1,1
SH-21-09-5779-608,1,1,1
SH-21-10-1064-351,1,1,1
SH-21-10-19908-33,0,1,1
SH-21-10-33605-979,1,1,1
SH-21-10-53239-861,1,0,1
SH-21-10-55444-637,1,1,1
SH-21-11-23992-32,1,1,1
SH-21-11-24748-516,0,0,1
SH-21-11-33726-781,1,0,1
SH-21-11-5032-379,1,0,1
SH-21-11-65310-621,1,0,1
SH-21-12-8330-345,1,1,1
SH-22-01-11740-219,1,1,1
SH-22-01-13471-351,1,1,1
SH-22-01-29566-342,1,1,1
SH-22-01-57425-552,1,1,1
SH-22-02-17030-690,1,1,1
SH-22-02-20216-854,1,1,1
SH-22-02-23361-112,1,0,1
SH-22-02-50207-164,1,1,1
SH-22-02-54611-970,1,1,1
SH-22-02-9986-573,1,1,1
SH-22-03-13044-780,1,1,1
SH-22-03-16129-281,1,1,1
SH-22-03-22526-364,1,1,1
SH-22-03-28715-213,1,1,1
SH-22-03-41216-50,1,0,0
SH-22-03-41599-654,1,1,1
SH-22-03-47870-33,1,1,1
SH-22-03-62924-190,1,1,1
SH-22-04-1363-768,1,0,1
SH-22-04-17839-44,1,1,1
SH-22-04-33025-498,1,0,1
SH-22-04-35396-436,1,1,1
SH-22-04-36391-22,0,0,1
SH-22-05-27405-239,1,1,1
SH-22-05-41375-481,1,1,1
SH-22-06-10171-728,1,1,1
SH-22-06-30433-121,1,1,1
SH-22-06-30867-536,1,1,1
SH-22-06-3197-581,1,1,1
SH-22-06-3986-160,1,1,1
SH-22-06-66150-870,1,1,1
SH-22-07-10251-22,0,1,1
SH-22-07-28334-661,1,0,1
SH-22-07-58453-411,1,1,1
SH-22-08-11294-934,1,0,0
SH-22-08-9989-466,1,1,1
SH-22-09-18228-108,1,1,1
