verdict,text,part,label,title_results,text_results,text_and_title_results,whole_case_results
ME-13-04-35007-454,"עיון בעובדות כתב האישום המתוקן מלמד, כי עסקינן באירוע אחד, נמשך ובעל קשר פנימי, אשר במהלכו ביצע הנאשם את המעשים נשוא כתב האישום המתוקן ואת העבירות בהן הודה ועל פיהן הורשע. בנסיבות אלו, הרי שבאנו לקבוע, כי המעשים מהווים אירוע אחד בזיקה לדרישת הפסיקה בהקשר זה.",ומן הכלל אל הפרט:,דיון והכרעה,דיון והכרעה,דיון והכרעה,דיון והכרעה,דיון והכרעה
ME-13-04-35007-454,"באשר לערך החברתי שנפגע מביצוע העבירות ומידת הפגיעה בו, הרי שבית המשפט העליון עמד לא אחת על חומרתן של עבירות הנשק, המקימות סיכון ממשי וחמור לציבור ויוצרות פוטנציאל להסלמה עבריינית, תוך שהוא חוזר ומבהיר, כי חומרה זו מחייבת ליתן ביטוי עונשי הולם באמצעות הרחקת מבצעי העבירות לתקופת מאסר ממשית לריצוי בפועל. בית המשפט העליון הבהיר עוד בפסיקתו האחרונה, במספר הזדמנויות, כי הגיעה העת להחמיר בעבירות הנשק.",ומן הכלל אל הפרט:,דיון והכרעה,דיון והכרעה,דיון והכרעה,דיון והכרעה,דיון והכרעה
ME-13-04-35007-454,"בהקשר זה ראה ע""פ 5604/11 נאסר נ' מדינת ישראל, [פורסם בנבו] שם נקבע, בין היתר, כדלקמן:",ומן הכלל אל הפרט:,דיון והכרעה,דיון והכרעה,דיון והכרעה,דיון והכרעה,דיון והכרעה
ME-13-04-35007-454,"כן ראה ע""פ 49/11 סלאימה נ' מדינת ישראל, [פורסם בנבו] שם נקבע, בין היתר, כדלקמן:",ומן הכלל אל הפרט:,דיון והכרעה,דיון והכרעה,דיון והכרעה,דיון והכרעה,דיון והכרעה
ME-13-04-35007-454,"""בהחזקת נשק שלא כדין כרוך סיכון ניכר לציבור, הואיל וניסיון החיים מלמד כי לא אחת נעשה שימוש בנשק זה לביצוען של עבירות אחרות או לפעילות עוינת.",ומן הכלל אל הפרט:,דיון והכרעה,דיון והכרעה,דיון והכרעה,דיון והכרעה,דיון והכרעה
ME-13-04-35007-454,"למרבה הדאבה, תופעה זו היא נפוצה, ואת מחירה שילמו לא אחת בחייהם אנשים תמימים שלרוע מזלם נקלעו לזירה אלימה.",ומן הכלל אל הפרט:,דיון והכרעה,דיון והכרעה,דיון והכרעה,דיון והכרעה,דיון והכרעה
ME-13-04-35007-454,"בנסיבות אלו צריך העונש ליתן מענה גם להרתעת הרבים, היינו, שלכל יהיה נהיר כי עבירות מסוג זה עלולות להביא לכליאתם של מבצעיהן"".",ומן הכלל אל הפרט:,דיון והכרעה,דיון והכרעה,דיון והכרעה,דיון והכרעה,דיון והכרעה
ME-13-04-35007-454,"בנסיבות אלו, הרי שהערכים החברתיים המוגנים שנפגעו מביצוע העבירות שביצע הנאשם הם ביטחון המדינה, שלום וביטחון הציבור והסדר הציבורי. במעשי הנאשם, כפי שהם מקבלים את ביטויים בעובדות כתב האישום המתוקן, הרי שעשה הנאשם כדי לפגוע באופן משמעותי וממשי בערכים החברתיים המוגנים, כפי שפורטו לעיל.",ומן הכלל אל הפרט:,דיון והכרעה,דיון והכרעה,דיון והכרעה,דיון והכרעה,דיון והכרעה
ME-13-04-35007-454,"בחינת מדיניות הענישה הנהוגה מעלה, כי במקרים דומים הוטלו על נאשמים עונשי  מאסר בפועל מאחורי סורג ובריח לתקופות משתנות. בסקירת מדיניות הענישה הנהוגה, נתייחס ונביא פסקי דין רלוונטיים המתייחסים לשתי העבירות שביצע הנאשם, בזיקה לשוני העונשי באשר לשתי עבירות אלו, בהתאם לענישה הנוהגת.",ומן הכלל אל הפרט:,דיון והכרעה,דיון והכרעה,דיון והכרעה,דיון והכרעה,דיון והכרעה
ME-13-04-35007-454,"בע""פ 5220/09, הייתם עוואודה נ' מדינת ישראל, [פורסם בנבו] נדון ערעורו של נאשם נעדר כל הרשעות קודמות, אשר הודה והורשע בעבירה שעניינה החזקת נשק ותחמושת. על נאשם זה הושתו 6 חודשי מאסר בפועל מאחורי סורג ובריח, מאסר מותנה וחיובו בתשלום קנס. ערעור על חומרת העונש נדחה.",ומן הכלל אל הפרט:,דיון והכרעה,דיון והכרעה,דיון והכרעה,דיון והכרעה,דיון והכרעה
ME-13-04-35007-454,"נשוב ונפנה לע""פ 5604/11, נאסר נ' מדינת ישראל, [פורסם בנבו] אשר צוטט לעיל, בו אישר בית המשפט העליון עונש מאסר בן 12 חודשים ועונשים נלווים לנאשם בעל עבר פלילי שאינו מכביד ואשר חלקו אף התיישן, אשר הורשע בעבירות בנשק (החזקת נשק ותחמושת) לאחר שבביתו נתפסו אקדח ומחסנית לאקדח ובה שמונה כדורים, תוך שהוא דוחה את ההבחנה בה ביקש סנגורו של המערער להתמקד, שבמרכזה הטענה לאי שמישות האקדח.",ומן הכלל אל הפרט:,דיון והכרעה,דיון והכרעה,דיון והכרעה,דיון והכרעה,דיון והכרעה
ME-13-04-35007-454,"כן ראה ת""פ 37846-11-11 מדינת ישראל נ' עידן גאון [פורסם בנבו] (27.12.12). שם, הורשע הנאשם על פי הודאתו בכתב אישום מתוקן בעבירות שעניינן, החזקת נשק שלא כדין (ריבוי עבירות) וגניבה. בין השנים 2005-2010 נטל הנאשם נשק, תחמושת וציוד מרשות צה""ל. בהמשך, ביום 2.2.10, החזיק הנאשם בביתו את הנשק והתחמושת. על נאשם זה נגזרו, בין היתר, 4 חודשי מאסר, שירוצו על דרך של עבודות שירות.",ומן הכלל אל הפרט:,דיון והכרעה,דיון והכרעה,דיון והכרעה,דיון והכרעה,דיון והכרעה
ME-13-04-35007-454,"כן ראה ת""פ 26500-11-09 מדינת ישראל נ' רפיק אבו רומי [פורסם בנבו] (3.3.11). שם, הורשע הנאשם בעבירות שעניינן החזקת נשק והחזקת אביזרי נשק ותחמושת. ביום 16.11.09, בחיפוש שנערך על ידי המשטרה בתוך מבנה צמוד לרפת בטמרה נמצא, כי הנאשם החזיק ברשותו נשק, אביזרים ותחמושת, כשהם מוסלקים בתוך הנמכת תקרה מגבס וכן, מאחורי מכונת כביסה ובתוך פח אשפה. על הנאשם נגזרו, בין היתר, 6 חודשי מאסר בפועל, אשר ירוצו בדרך של עבודות שירות.",ומן הכלל אל הפרט:,דיון והכרעה,דיון והכרעה,דיון והכרעה,דיון והכרעה,דיון והכרעה
ME-13-04-35007-454,"כן ראה ת""פ (מחוזי נצרת) 1162/01 מדינת ישראל נ' וג'די סביח ואח', [פורסם בנבו] שם הורשעו הנאשמים בכך שהחזיקו ללא רישיון כדין באקדח בקוטר 9 מ""מ ומחסנית שהכילה כדורים וכי הובילו את הנשק ברכבו של הנאשם 1. כאשר הבחינו במחסום משטרתי, הנאשם 1, אשר נהג ברכב, סטה לימין הדרך ובעוד שוטרי המחסום רצים לעבר הרכב שעורר את חשדם, השליך הנאשם 2 את הנשק מבעד לחלון הרכב. על הנאשם 1 הושת עונש מאסר בפועל למשך 15 חודשים וכן הופעל מאסר מותנה, כך שסך הכל נגזרו על הנאשם 24 חודשי מאסר בפועל, זאת בצד עונשים נלווים. על הנאשם 2, הושת עונש מאסר בפועל לתקופה של 10 חודשים, זאת בצד עונשים נלווים.",ומן הכלל אל הפרט:,דיון והכרעה,דיון והכרעה,דיון והכרעה,דיון והכרעה,דיון והכרעה
ME-13-04-35007-454,"באשר לנסיבות הקשורות בביצוע העבירות, נציין, כי הנאשם הצטייד בנשק מסוג אקדח. על רקע אירועים הקשורים לסכסוך, הגיע הנאשם למרכז הכפר כשהוא נושא ומוביל עמו את הנשק כשהוא טעון, זאת כאשר אחרים המעורבים בסכסוך, נמצאים בקרבת מקום ובמטרה להפחידם. לאחר מכן, נמלט הנאשם במהירות מהמקום.",ומן הכלל אל הפרט:,דיון והכרעה,דיון והכרעה,דיון והכרעה,דיון והכרעה,דיון והכרעה
ME-13-04-35007-454,"בהקשר זה ראוי לציין, כי הנאשם החזיק שלא כדין אקדח והגיע עמו לטבורו של כפר, כשהוא טעון, זאת במטרה להפחיד אחרים המעורבים בסכסוך ואשר היו בקרבת מקום.",ומן הכלל אל הפרט:,דיון והכרעה,דיון והכרעה,דיון והכרעה,דיון והכרעה,דיון והכרעה
ME-13-04-35007-454,"עוד ראוי לציין את חלקו היחסי של הנאשם בביצוע העבירות, שעה שהעבירות בוצעו במלואן ע""י הנאשם והוא אחראי באופן מלא לתוצאותיהן.",ומן הכלל אל הפרט:,דיון והכרעה,דיון והכרעה,דיון והכרעה,דיון והכרעה,דיון והכרעה
ME-13-04-35007-454,"באשר לסוגיית התכנון שקדם לביצוע העבירות והאם עסקינן במעשים אשר הינם פרי תכנון מוקדם, או מעשים רגעיים וספונטניים, נציין מחד, את עובדות כתב האישום המתוקן אשר מהן עולה, כי במועד אשר אינו ידוע למאשימה, הצטייד הנאשם בנשק מסוג אקדח וכי על רקע האירועים הקשורים לסכסוך, הגיע הנאשם למרכז הכפר כשהוא נושא ומוביל עמו את הנשק כשהוא טעון. מנגד, נציין את דברי הנאשם בפני שירות המבחן, כפי שהדבר קיבל את ביטויו בתסקירי שירות המבחן שהוגשו, בדבר קבלת האקדח במקום האירוע במרכז הכפר, ממאן דהוא, אשר הנאשם אינו זוכר את זהותו ושעה שהנאשם היה נתון תחת השפעת אלכוהול. יצוין, כי דבריו אלו של הנאשם, עומדים הם במידה מסוימת בסתירה לעובדות כתב האישום, שעה שמהעובדות עולה כאמור, כי הנאשם הצטייד באקדח והגיע למרכז הכפר כשהוא נושא ומוביל עמו את הנשק כשהוא טעון.",ומן הכלל אל הפרט:,דיון והכרעה,דיון והכרעה,דיון והכרעה,דיון והכרעה,דיון והכרעה
ME-13-04-35007-454,"באשר לנזק שנגרם מביצוע העבירות, ראוי להדגיש, כי עבירות הנשק בכלל טומנות בחובן פוטנציאל למסוכנות מוחשית וממשית לשלום הציבור ולביטחונו. באשר לנזק שצפוי היה להיגרם מביצוע העבירות, יצוין בהקשר זה האמור בעובדות כתב האישום המתוקן ולפיהן, הנאשם הגיע עם הנשק כשהוא טעון, במטרה להפחיד את המעורבים בסכסוך אשר היו בקרבת מקום, על המשמעויות הרוחביות הקמות מכך, באשר לנזק שעלול היה להיגרם מהחזקת אקדח כשהוא טעון ברחובה של עיר, בנוכחות אחרים, אשר מעורבים בסכסוך עם הנאשם ואחרים.",ומן הכלל אל הפרט:,דיון והכרעה,דיון והכרעה,דיון והכרעה,דיון והכרעה,דיון והכרעה
ME-13-04-35007-454,"מאידך ראוי לציין, כי כעולה מעובדות כתב האישום, הרי שבפועל לא נעשה שימוש בנשק ולא נגרם כל נזק ממשי ומוחשי בעטיו, מבלי להקל ראש בעצם נשיאת הנשק, החזקת האקדח ברחובה של עיר כשהוא טעון ובנוכחות אחרים, עמם נתון הנאשם בסכסוך.",ומן הכלל אל הפרט:,דיון והכרעה,דיון והכרעה,דיון והכרעה,דיון והכרעה,דיון והכרעה
ME-13-04-35007-454,"עוד נציין את מהות הנשק, שעה שעסקינן בהחזקת אקדח ובנשיאתו, זאת כשהוא טעון.",ומן הכלל אל הפרט:,דיון והכרעה,דיון והכרעה,דיון והכרעה,דיון והכרעה,דיון והכרעה
ME-13-04-35007-454,"בנסיבות אלו, בזיקה לערכים החברתיים המוגנים שנפגעו מביצוע העבירות ומידת הפגיעה בהם, מדיניות הענישה הנהוגה והנסיבות הקשורות בביצוע העבירות, אני סבורה, כי מתחם העונש ההולם נע במקרה דנן בין 7 חודשי מאסר בפועל, לבין 30 חודשי מאסר בפועל, בצירוף עונשים נלווים.",ומן הכלל אל הפרט:,דיון והכרעה,דיון והכרעה,דיון והכרעה,דיון והכרעה,דיון והכרעה
ME-13-04-35007-454,"עתה עלינו לקבוע מהו העונש הראוי לנאשם בהתייחס למתחם העונש ההולם, כפי שקבענו לעיל. בבוא בית המשפט לקבוע מהו העונש הראוי לנאשם, בית המשפט נדרש לבחינת הנסיבות אשר אינן קשורות בביצוע העבירות ובכלל זה, נתוני העושה ונסיבותיו האישיות.",קביעת העונש הראוי לנאשם:,דיון והכרעה,דיון והכרעה,דיון והכרעה,דיון והכרעה,דיון והכרעה
ME-13-04-35007-454,"סבורה אני, כי אין מקום במקרה דנן לסטות ממתחם העונש ההולם כפי שקבענו לעיל לחומרא או לקולא וכי יש לגזור את דינו של הנאשם בתוך מתחם העונש ההולם שקבענו לעיל.",קביעת העונש הראוי לנאשם:,דיון והכרעה,דיון והכרעה,דיון והכרעה,דיון והכרעה,דיון והכרעה
ME-13-04-35007-454,"באשר לנסיבות אשר אינן קשורות בביצוע העבירות, ראוי לציין מחד, כי עסקינן במי שהוא בוגר, יליד 1993, זאת בשונה ממי שהוא קטין. יחד עם זאת נציין, כי עסקינן במי שהוא ""בגיר - צעיר"" כהגדרת בית המשפט העליון בסוגיה זו, על ההשלכות הרוחביות הקמות מכך. בהקשר זה נציין, כי בעת ביצוע העבירות, היה הנאשם כבן 20 שנים וכי כיום, הנאשם הינו כבן 21 שנים.",קביעת העונש הראוי לנאשם:,דיון והכרעה,דיון והכרעה,דיון והכרעה,דיון והכרעה,דיון והכרעה
ME-13-04-35007-454,"עוד יצוין האמור בתסקירי שירות המבחן שהוגשו בעניינו של הנאשם, אשר פורטו בהרחבה בליבת גזר דין זה. בהקשר זה נציין, כי מהתסקיר הראשון שהוגש בעניינו של הנאשם, עולה, כי הנאשם התקשה לקבל אחריות לעובדות כתב האישום המתוקן, תולה את ביצוע העבירות במוקדי שליטה חיצוניים וכי ניסיונות שירות המבחן לחבר את הנאשם לבחירות שעשה והשפעתן על הקורות לו, נתקלו בהתנגדות והצביעו על יכולת התבוננות נמוכה של הנאשם. עוד תצוין התרשמות שירות המבחן, כי הנאשם רואה בהתנסויות פורצות גבול וחוק כ""חוויות והתנסויות"", שדרכן הנאשם לומד על עצמו ומפיק לקחים חשובים. במקביל, הנאשם התקשה לראות באפיק הטיפולי, הזדמנות נוספת ושונה שדרכה הוא עשוי ללמוד על עצמו בצורה בריאה ובטוחה יותר. בסופו של יום כאמור, שירות המבחן התרשם בתסקירו הראשון, כי הסיכון להישנות התנהגות פורצת חוק הינו גבוה וכי הנאשם יתקשה להפיק תועלת מקשר טיפולי. בנסיבות אלו, נמנע שירות המבחן מלבוא בהמלצה טיפולית בעניינו של הנאשם והמליץ, כי תוטל עליו ענישה מרתיעה.",קביעת העונש הראוי לנאשם:,דיון והכרעה,דיון והכרעה,דיון והכרעה,דיון והכרעה,דיון והכרעה
ME-13-04-35007-454,"מנגד, יצוין האמור בשני התסקירים הנוספים שהוגשו בעניינו של הנאשם וביתר שאת, האמור בתסקיר האחרון והמסכם ואולם, גם בתסקיר זה, ציין שירות המבחן, כי הנאשם מתקשה לגעת בעולמו הרגשי ונוטה להגיב באופן אימפולסיבי בטרם ישקול את צעדיו. שירות המבחן התרשם, כי יש מקום לאפשר לנאשם להמשיך את ההליך הטיפולי וכי במהלך הקשר הטיפולי, מניעיו החיצוניים של הנאשם לשיתוף פעולה, יהפכו לנזקקות אמיתית מתוך רצון לשינוי אורח חייו. בנסיבות אלו, המליץ שירות המבחן להעמיד את הנאשם בצו מבחן לתקופה של 18 חודשים. זאת ועוד, נוכח התרשמות שירות המבחן, כי הנאשם זקוק לענישה מוחשית לשם הכרה בחומרת מעשיו, המליץ שירות המבחן, כי יושת על הנאשם מאסר אשר ירוצה על דרך עבודות שירות וכן מאסר מותנה, חיובו בתשלום קנס וחתימה על התחייבות כספית.",קביעת העונש הראוי לנאשם:,דיון והכרעה,דיון והכרעה,דיון והכרעה,דיון והכרעה,דיון והכרעה
ME-13-04-35007-454,"מהאמור לעיל עולה, כי גם עתה, לאחר ההזדמנויות שניתנו לנאשם ושני תסקירים נוספים ומשלימים שהוגשו בעניינו, עדיין עניין לנו בניצניו של הליך טיפולי, הנאשם עדיין מונע ממניעים חיצוניים לשיתוף פעולה ותקוות שירות המבחן היא, כי במהלך ההליך הטיפולי, אלה יהפכו לנזקקות אמיתית מתוך רצון לשינוי אורחות חייו של הנאשם. גם לעת הזו, לאחר זמן ניכר, עדיין הנאשם מתקשה לגעת בעולמו הרגשי, נוטה להגיב באופן אימפולסיבי בטרם ישקול את צעדיו.",קביעת העונש הראוי לנאשם:,דיון והכרעה,דיון והכרעה,דיון והכרעה,דיון והכרעה,דיון והכרעה
ME-13-04-35007-454,"מנגד, ראוי לציין, כאמור, כי עסקינן בבחור צעיר, אשר הינו נעדר כל הרשעות קודמות ואשר זוהי לו עשייתו הראשונה בפלילים. עוד עולה, כי עד להסתבכותו של הנאשם במקרה דנן, ניהל הנאשם אורח חיים פרודוקטיבי ונורמטיבי ועשה לביתו ולפרנסתו.",קביעת העונש הראוי לנאשם:,דיון והכרעה,דיון והכרעה,דיון והכרעה,דיון והכרעה,דיון והכרעה
ME-13-04-35007-454,"עוד יצוינו נסיבותיו המשפחתיות והאישיות של הנאשם, הקורות אותו בתקופת נערותו ובהליך התבגרותו, בשים לב לקשיים בהתנהגות הנאשם, כפי שאלה פורטו בהרחבה וקיבלו את ביטויים בתסקיר הראשון שהוגש בעניינו. עוד יצוין, כי בסופו של יום ולמרות הקשיים כפי שהם בוארו ופורטו בתסקירי שירות המבחן, הרי שהנאשם נרתם להליך טיפולי, הגיע באופן רציף למפגשים עם שירות המבחן ושיתף פעולה בהליך הטיפולי, למרות ההתרשמויות המקצועיות וניצניו של הליך, גם לעת הזו, כפי שהם מקבלים את ביטויים בתסקיר המשלים והסופי שהוגש.",קביעת העונש הראוי לנאשם:,דיון והכרעה,דיון והכרעה,דיון והכרעה,דיון והכרעה,דיון והכרעה
ME-13-04-35007-454,"כך יצוין, כי בסופו של יום, שירות המבחן מעריך, כי מניעיו החיצוניים של הנאשם לשיתוף פעולה, יהפכו במהלך ההליך הטיפולי לנזקקות אמיתית, מתוך רצון לשינוי אורחות חייו וכאמור, שירות המבחן בא בהמלצה להעמיד את הנאשם בצו מבחן לתקופה של 18 חודשים, זאת בצד מאסר אשר ירוצה על דרך עבודות שירות ועונשים נלווים. משכך, הרי שהמלצת שירות המבחן כוללת בחובה אפיק טיפולי שיקומי כצופה פני עתיד, בזיקה להערכותיו המקצועיות בהקשר זה.",קביעת העונש הראוי לנאשם:,דיון והכרעה,דיון והכרעה,דיון והכרעה,דיון והכרעה,דיון והכרעה
ME-13-04-35007-454,"עוד תצוין הודאת הנאשם, לקיחת האחריות, חיסכון זמן שיפוטי יקר והעובדה, כי בהודאתו עשה הנאשם כדי לחסוך את הצורך בהעדת עדים רבים, על המשמעויות הקמות מכך. עוד יצוינו החרטה והצער שהביע הנאשם בשל מעשיו, כפי שהדבר קיבל את ביטויו הן בטיעוני בא כוחו לעונש והן בדברי הנאשם בפני. כך יצוינו טיעוני הנאשם ובא כוחו, כי הנאשם מעוניין  לשנות מדרכיו, להעלות את מתווה חייו על דרך המלך, לבנות בית ולהשיב את חייו למסלולם התקין. טיעונים אלה ואמרות הנאשם, עולים בקנה אחד אף עם העולה מעדות אביו של הנאשם, אשר העיד כעד לעונש מטעם הנאשם ואשר פירט אודות השינוי שחל בהתנהגותו של הנאשם, ברצון הנאשם להשתלב בפרנסת הבית, לסייע לאביו, ובקשת אביו של הנאשם, לסייע לבנו ולנקוט כלפיו בדרך הרחמים.",קביעת העונש הראוי לנאשם:,דיון והכרעה,דיון והכרעה,דיון והכרעה,דיון והכרעה,דיון והכרעה
ME-13-04-35007-454,"כך תצוין העובדה, כי הנאשם היה נתון במעצר מאחורי סורג ובריח משך תקופה של כ - 3 חודשים ולאחר מכן שהה משך תקופה ניכרת במעצר בית מלא לרבות איזוק אלקטרוני, על המשמעויות הקמות מכך ובשים לב לקשיים והמצוקות הנלווים לאלה. כך לא נעלמו מעיני, טיעוני ב""כ הנאשם, כי במסגרת שהיית הנאשם בתנאים מגבילים משך תקופה ניכרת, התאפשר לנאשם לצאת לקבלת טיפולים רפואיים, למפגשים עם שירות המבחן והוא הצדיק את האמון שניתן בו ולא נרשמה לחובתו הפרה.",קביעת העונש הראוי לנאשם:,דיון והכרעה,דיון והכרעה,דיון והכרעה,דיון והכרעה,דיון והכרעה
ME-13-04-35007-454,"עוד לא נעלמו מעיני טיעוני ב""כ הנאשם ולפיהם, בשים לב לכך, כי עסקינן במי שהוא צעיר, נעדר כל הרשעות קודמות, הרי שהשתת עונש מאסר בפועל מאחורי סורג ובריח, יכול ותביא להתדרדרות בהתנהגות הנאשם, בחשיפתו לדפוסים עברייניים, על המשמעויות הקמות מכך.",קביעת העונש הראוי לנאשם:,דיון והכרעה,דיון והכרעה,דיון והכרעה,דיון והכרעה,דיון והכרעה
ME-13-04-35007-454,"כך לא נעלם מעיני מצבם הכלכלי של הנאשם ובני משפחתו, כפי שהדבר פורט בטיעוני ב""כ הנאשם לעונש, כמו גם בדברי אביו של הנאשם בפני, כמו גם העולה מתסקיר שירות המבחן בהקשר זה. בהקשר זה יצוין, כי אביו של הנאשם מפרנס את בני משפחתו בגפו, וכי משפחת הנאשם נקלעה למצוקה כלכלית כמפורט בטיעוני ב""כ הנאשם.",קביעת העונש הראוי לנאשם:,דיון והכרעה,דיון והכרעה,דיון והכרעה,דיון והכרעה,דיון והכרעה
ME-13-04-35007-454,"עוד יצוינו דברי הנאשם בפני ולפיהם, הנאשם הביע צער בשל מעשיו, ביקש, כי לא ישלח לריצוי מאסר בפועל מאחורי סורג ובריח, ציין, כי שינה מדרכיו וכי הוא מעוניין לבנות בית ולשקם את חייו.",קביעת העונש הראוי לנאשם:,דיון והכרעה,דיון והכרעה,דיון והכרעה,דיון והכרעה,דיון והכרעה
ME-13-04-35007-454,"בנסיבות אלו, נוכח מקבץ הנסיבות אשר אינן קשורות בביצוע העבירות ובכלל זה, האמור בליבת תסקירי שירות המבחן שהוגשו בעניינו של הנאשם, האמור בתסקיר הראשון וההמלצה המובאת בסופו, מנגד, השוני באמור בתסקירים המשלימים שהוגשו וההמלצה העדכנית המובאת בתסקיר המסכם שהוגש, כמו גם הודאת הנאשם, לקיחת האחריות, חיסכון זמן שיפוטי יקר, הצער והחרטה שהביע הנאשם בשל המעשים, נסיבותיו האישיות והמשפחתיות של הנאשם, העובדה, כי עסקינן בנאשם צעיר נעדר כל הרשעות קודמות ואשר זוהי לו עשייתו הראשונה בפלילים, באתי לכלל מסקנה, כי יש למקם את העונש הראוי לנאשם בתוך מתחם העונש ההולם שקבענו לעיל, ברף הנמוך של מתחם העונש ההולם אך לא בצד הקיצון שבו.",קביעת העונש הראוי לנאשם:,דיון והכרעה,דיון והכרעה,דיון והכרעה,דיון והכרעה,דיון והכרעה
ME-13-04-35007-454,"באתי למסקנה זו, נוכח מקבץ הנסיבות שפורטו לעיל ומבלי שניתן להתעלם מהאמור בתסקיר הראשון שהוגש בעניינו של הנאשם וההמלצה המובאת בסופו, כמו גם הערכת הסיכון כצופה פני עתיד והעובדה, כי גם בתסקיר המשלים והעדכני, עניין לנו אך בניצניו של שינוי והאמירות הסקפטיות שהובאו בהקשר זה. מנגד, כאמור, שמתי ליבי לנתוני העושה, לנסיבותיו האישיות, לגילו הצעיר של הנאשם, להיותו נעדר הרשעות קודמות, הודאת הנאשם, לקיחת האחריות, העולה מעדות אביו, שהיית הנאשם בתנאים מגבילים, האמור בתסקיר העדכני, שיתוף הפעולה עם שירות המבחן, ההמלצה שהובאה בסופו של התסקיר ויתר ההנמקות שפורטו לעיל.",קביעת העונש הראוי לנאשם:,דיון והכרעה,דיון והכרעה,דיון והכרעה,דיון והכרעה,דיון והכרעה
ME-13-04-35007-454,"יחד עם זאת, סבורה אני, נוכח מהות המעשים שביצע הנאשם, קביעת מתחם העונש ההולם בעניינו ומיקום העונש הראוי לנאשם בתוך המתחם, כי יש להשית על הנאשם עונש מאסר בפועל אשר ירוצה מאחורי סורג ובריח וכי ענישה בדמות זו המומלצת ע""י שירות המבחן שעניינה עונש מאסר בפועל שירוצה על דרך עבודות שירות בצירוף העמדת הנאשם בצו מבחן ועונשים נלווים, תהא ענישה בלתי מידתית בנסיבות אלו ולא יהא בה כדי לעלות בקנה אחד עם מתחם העונש ההולם שקבענו לעיל ועם מיקום העונש הראוי לנאשם בתוך המתחם בזיקה למעשי הנאשם, לחומרה הגלומה בהם, הפסיקה הנוהגת והמחייבת בעבירות כגון דא, האמור בליבת תסקירי שירות המבחן שהוגשו בעניינו וההמלצה המובאת בסופם. הדברים מקבלים משנה תוקף אף נוכח עמדתו העונשית של ב""כ הנאשם כפי שפורטה לעיל ואשר זו חורגת היא ואינה עולה בקנה אחד עם מתחם העונש ההולם שקבענו, עם מיקום העונש הראוי לנאשם בתוך המתחם, עם מדיניות הענישה הנהוגה ועם מקבץ ההנמקות שפורטו לעיל.",קביעת העונש הראוי לנאשם:,דיון והכרעה,דיון והכרעה,דיון והכרעה,דיון והכרעה,דיון והכרעה
ME-13-04-35007-454,"מנגד, אף עמדתה העונשית של המאשימה, חורגת היא לחומרא, אינה עולה בקנה אחד עם מתחם העונש ההולם שקבענו ועם מיקום העונש הראוי לנאשם ואינה משקללת נכונה את נתוני העושה, נסיבותיו האישיות, היות הנאשם נעדר עבר פלילי, גילו הצעיר, הודאת הנאשם, הצער והחרטה שהביע בשל המעשים, כמו גם ההליך הטיפולי בו החל ליטול חלק והמלצת שירות המבחן כפי תסקירו האחרון.",קביעת העונש הראוי לנאשם:,דיון והכרעה,דיון והכרעה,דיון והכרעה,דיון והכרעה,דיון והכרעה
ME-13-04-35007-454,"בזיקה לעמדת ב""כ הנאשם, נתייחס עוד ביתר שאת לסוגיה האם ראוי היה לסטות ממתחם העונש ההולם כפי שקבענו לעיל, משיקולי שיקום, כפי שהתווה המחוקק בתיקון 113 לחוק העונשין. עניין לנו בבחור צעיר אשר כלל לא הביע נזקקות טיפולית בתסקיר הראשון שהוגש ואף לאחר כברת דרך וזמן ממושך יחסית שניתן לו כדי לנסות ולהשתלב בהליך טיפולי, הרי שגם מהתסקיר המסכם שהוגש עולה, כי עניין לנו בניצניו של הליך, הנאשם עדיין מתקשה לגעת בעולמו הרגשי, מגיב באופן אימפולסיבי בטרם ישקול את צעדיו ונטילת החלק בהליך הטיפולי עדיין מונעת ממניעים חיצוניים. בנסיבות אלו, הרי שאין לנו הליך טיפולי, שורשי ומעמיק בו נטל הנאשם חלק ואין בנמצא סיכויי שיקום של ממש אשר קרמו עור וגידים ואשר בשלהם ראוי לסטות ממתחם העונש ההולם, בזיקה למהות המעשים שביצע הנאשם והחומרה הגלומה בהם, משיקולי שיקום.",קביעת העונש הראוי לנאשם:,דיון והכרעה,דיון והכרעה,דיון והכרעה,דיון והכרעה,דיון והכרעה
